ISO3,Disease,YEAR,Total_Participants,Total_Studies
CAN,Alzheimer's disease and other dementias,2020,476.0,4
CAN,Alzheimer's disease and other dementias,2021,769.59730829,5
CAN,Alzheimer's disease and other dementias,2022,446.0,3
CAN,Alzheimer's disease and other dementias,2023,922.0,7
CAN,Alzheimer's disease and other dementias,2024,353.266616019,3
CAN,Anxiety disorders,2001,89.0,1
CAN,Anxiety disorders,2002,192.0,1
CAN,Anxiety disorders,2004,184.0,1
CAN,Anxiety disorders,2006,102.0,2
CAN,Anxiety disorders,2008,40.0,1
CAN,Anxiety disorders,2009,797.0,3
CAN,Anxiety disorders,2010,81.0,2
CAN,Anxiety disorders,2011,41.0,1
CAN,Anxiety disorders,2012,80.0,1
CAN,Anxiety disorders,2013,120.0,2
CAN,Anxiety disorders,2014,1443.114252884,6
CAN,Anxiety disorders,2015,168.4309025,2
CAN,Anxiety disorders,2016,1144.254543828,5
CAN,Anxiety disorders,2017,593.0,5
CAN,Anxiety disorders,2018,832.576307481,4
CAN,Anxiety disorders,2019,56.0,1
CAN,Anxiety disorders,2020,4891.971527551,7
CAN,Anxiety disorders,2021,552.8260246899999,5
CAN,Anxiety disorders,2022,1072.4492505,6
CAN,Anxiety disorders,2023,1330.54367347,7
CAN,Anxiety disorders,2024,1283.0,3
CAN,Appendicitis,2004,28.78573144,1
CAN,Appendicitis,2015,48.36285765,1
CAN,Appendicitis,2017,31.0,1
CAN,Appendicitis,2018,11.4586917,1
CAN,Appendicitis,2019,45.0,1
CAN,Appendicitis,2022,100.0,1
CAN,Asthma,2000,1401.723831028,3
CAN,Asthma,2002,93.0,1
CAN,Asthma,2003,1626.0,2
CAN,Asthma,2005,360.0,1
CAN,Asthma,2006,104.0,1
CAN,Asthma,2007,271.4213223,4
CAN,Asthma,2008,377.0,4
CAN,Asthma,2009,1582.2917246900001,6
CAN,Asthma,2010,792.0,2
CAN,Asthma,2012,194.0,1
CAN,Asthma,2013,16.0,1
CAN,Asthma,2014,750.0,1
CAN,Asthma,2015,444.0,1
CAN,Asthma,2016,1033.0,3
CAN,Asthma,2017,61.0,2
CAN,Asthma,2018,15.0,1
CAN,Asthma,2019,47.0,1
CAN,Asthma,2020,818.0,1
CAN,Asthma,2021,816.0,1
CAN,Asthma,2022,143.0,2
CAN,Asthma,2023,481.0,2
CAN,Atrial fibrillation and flutter,2000,659.0,2
CAN,Atrial fibrillation and flutter,2003,150.20316838,2
CAN,Atrial fibrillation and flutter,2004,2100.0,2
CAN,Atrial fibrillation and flutter,2005,88.0,1
CAN,Atrial fibrillation and flutter,2008,403.0,1
CAN,Atrial fibrillation and flutter,2010,52.10680792,1
CAN,Atrial fibrillation and flutter,2011,204.0,2
CAN,Atrial fibrillation and flutter,2013,95.272660213,2
CAN,Atrial fibrillation and flutter,2014,572.0,1
CAN,Atrial fibrillation and flutter,2015,823.0,3
CAN,Atrial fibrillation and flutter,2016,523.0,1
CAN,Atrial fibrillation and flutter,2017,542.7391893500001,3
CAN,Atrial fibrillation and flutter,2019,715.0,2
CAN,Atrial fibrillation and flutter,2020,346.0,1
CAN,Atrial fibrillation and flutter,2021,7308.7005499,8
CAN,Atrial fibrillation and flutter,2022,94.0,1
CAN,Atrial fibrillation and flutter,2023,1612.0,3
CAN,Atrial fibrillation and flutter,2024,393.0,3
CAN,Attention-deficit/hyperactivity disorder,2006,95.0,1
CAN,Attention-deficit/hyperactivity disorder,2007,37.0,1
CAN,Attention-deficit/hyperactivity disorder,2008,203.0,1
CAN,Attention-deficit/hyperactivity disorder,2014,24.90833287,1
CAN,Attention-deficit/hyperactivity disorder,2015,333.0,1
CAN,Attention-deficit/hyperactivity disorder,2018,571.0,2
CAN,Attention-deficit/hyperactivity disorder,2020,23.0,1
CAN,Attention-deficit/hyperactivity disorder,2021,38.69317419,1
CAN,Attention-deficit/hyperactivity disorder,2022,23.0,1
CAN,Attention-deficit/hyperactivity disorder,2024,159.87363461500001,2
CAN,Autism spectrum disorders,2001,25.0,1
CAN,Autism spectrum disorders,2006,3095.0,1
CAN,Autism spectrum disorders,2009,73.027764396,2
CAN,Autism spectrum disorders,2014,43.0,1
CAN,Autism spectrum disorders,2016,154.0,2
CAN,Autism spectrum disorders,2017,246.27271914,3
CAN,Autism spectrum disorders,2018,55.149061225,2
CAN,Autism spectrum disorders,2019,193.0,1
CAN,Autism spectrum disorders,2020,40.0,1
CAN,Autism spectrum disorders,2022,76.0,2
CAN,Autism spectrum disorders,2024,54.0,1
CAN,Bacterial skin diseases,2017,28034.0,1
CAN,Bacterial skin diseases,2023,268.0,1
CAN,Bipolar disorder,2016,120.0,1
CAN,Bipolar disorder,2018,70.52454338,2
CAN,Bipolar disorder,2019,60.0,1
CAN,Bipolar disorder,2020,5.674998882,1
CAN,Bipolar disorder,2021,128.020624901,5
CAN,Bipolar disorder,2022,29.0,1
CAN,Bladder cancer,2012,551.0,1
CAN,Bladder cancer,2015,660.0,1
CAN,Blindness and vision loss,2003,124.23088462,1
CAN,Blindness and vision loss,2004,118.0,1
CAN,Blindness and vision loss,2005,144.0,1
CAN,Blindness and vision loss,2007,126.0,1
CAN,Blindness and vision loss,2010,28.280818113,1
CAN,Blindness and vision loss,2011,82.37292462,1
CAN,Blindness and vision loss,2012,1200.0,1
CAN,Blindness and vision loss,2013,9714.0,2
CAN,Blindness and vision loss,2014,82.0,1
CAN,Blindness and vision loss,2015,515.39767437,2
CAN,Blindness and vision loss,2018,372.758683278,4
CAN,Blindness and vision loss,2020,1480.0,2
CAN,Blindness and vision loss,2021,290.0,1
CAN,Blindness and vision loss,2022,506.0,2
CAN,Blindness and vision loss,2023,506.67128572,3
CAN,Brain and central nervous system cancer,2010,29.81518118,1
CAN,Brain and central nervous system cancer,2011,597.0,1
CAN,Brain and central nervous system cancer,2016,181.1769236,2
CAN,Brain and central nervous system cancer,2017,562.0,1
CAN,Brain and central nervous system cancer,2020,24.0,1
CAN,Brain and central nervous system cancer,2022,371.0,3
CAN,Brain and central nervous system cancer,2023,24.41220006,1
CAN,Breast cancer,2002,506.111344353,2
CAN,Breast cancer,2003,542.0,1
CAN,Breast cancer,2004,793.0,2
CAN,Breast cancer,2005,1158.7370215199999,4
CAN,Breast cancer,2006,765.0,2
CAN,Breast cancer,2007,5988.56061305,6
CAN,Breast cancer,2008,1647.5834598699998,4
CAN,Breast cancer,2010,1960.08090474,5
CAN,Breast cancer,2011,365.8835243,2
CAN,Breast cancer,2012,7785.619716796,6
CAN,Breast cancer,2013,9821.0,9
CAN,Breast cancer,2014,7131.0,7
CAN,Breast cancer,2015,10618.0,8
CAN,Breast cancer,2016,2591.7066385,5
CAN,Breast cancer,2017,574.0,2
CAN,Breast cancer,2018,753.0,3
CAN,Breast cancer,2019,500.0,2
CAN,Breast cancer,2020,11.26233986,2
CAN,Breast cancer,2021,1634.95027635,8
CAN,Breast cancer,2022,4009.284430662,6
CAN,Breast cancer,2023,581.0,4
CAN,Cardiomyopathy and myocarditis,2003,448.0,1
CAN,Cardiomyopathy and myocarditis,2009,116.0,1
CAN,Cardiomyopathy and myocarditis,2016,518.0,1
CAN,Cardiomyopathy and myocarditis,2020,412.0,1
CAN,Cardiovascular diseases,2000,4014.0160713,12
CAN,Cardiovascular diseases,2001,1379.91360578,7
CAN,Cardiovascular diseases,2002,2547.0,6
CAN,Cardiovascular diseases,2003,6241.554466017999,16
CAN,Cardiovascular diseases,2004,8590.0,8
CAN,Cardiovascular diseases,2005,3287.07589647,10
CAN,Cardiovascular diseases,2006,2488.42445184,8
CAN,Cardiovascular diseases,2007,16272.00215022,11
CAN,Cardiovascular diseases,2008,3783.60420542,11
CAN,Cardiovascular diseases,2009,12077.065554966,20
CAN,Cardiovascular diseases,2010,5885.544865151,17
CAN,Cardiovascular diseases,2011,2459.752827709,13
CAN,Cardiovascular diseases,2012,9401.0,8
CAN,Cardiovascular diseases,2013,7324.03466489,22
CAN,Cardiovascular diseases,2014,37984.078963783,21
CAN,Cardiovascular diseases,2015,17314.698837185,21
CAN,Cardiovascular diseases,2016,42590.017591892,30
CAN,Cardiovascular diseases,2017,5002.0567723,22
CAN,Cardiovascular diseases,2018,4919.23765242,20
CAN,Cardiovascular diseases,2019,3852.0820593930002,16
CAN,Cardiovascular diseases,2020,1348.159389406,10
CAN,Cardiovascular diseases,2021,11636.7005499,22
CAN,Cardiovascular diseases,2022,1106.581703406,14
CAN,Cardiovascular diseases,2023,6222.579544946,22
CAN,Cardiovascular diseases,2024,4983.325275038,16
CAN,Cervical cancer,2014,402.0,1
CAN,Chronic kidney disease,2001,102.0,1
CAN,Chronic kidney disease,2003,8.048180232,1
CAN,Chronic kidney disease,2005,218.0,2
CAN,Chronic kidney disease,2007,55.23187532,1
CAN,Chronic kidney disease,2008,1295.453478851,4
CAN,Chronic kidney disease,2009,8963.27271914,4
CAN,Chronic kidney disease,2010,1235.6143975,3
CAN,Chronic kidney disease,2011,2495.62181038,5
CAN,Chronic kidney disease,2012,1056.44176924,8
CAN,Chronic kidney disease,2013,729.0,3
CAN,Chronic kidney disease,2014,2476.64144326,9
CAN,Chronic kidney disease,2015,628.19462249,8
CAN,Chronic kidney disease,2016,707.0,4
CAN,Chronic kidney disease,2017,2036.729108188,11
CAN,Chronic kidney disease,2018,2733.2295435,7
CAN,Chronic kidney disease,2019,478.0,4
CAN,Chronic kidney disease,2020,557.0,2
CAN,Chronic kidney disease,2021,1345.0,4
CAN,Chronic kidney disease,2022,1254.451294636,3
CAN,Chronic kidney disease,2023,375.0,1
CAN,Chronic kidney disease,2024,409.54971656,4
CAN,Chronic obstructive pulmonary disease,2003,1612.0,2
CAN,Chronic obstructive pulmonary disease,2004,432.0,1
CAN,Chronic obstructive pulmonary disease,2005,431.0,2
CAN,Chronic obstructive pulmonary disease,2006,286.2871276,3
CAN,Chronic obstructive pulmonary disease,2007,1964.01998837,4
CAN,Chronic obstructive pulmonary disease,2009,198.0,1
CAN,Chronic obstructive pulmonary disease,2011,99.0,2
CAN,Chronic obstructive pulmonary disease,2012,353.59152913,3
CAN,Chronic obstructive pulmonary disease,2013,37.63274897,1
CAN,Chronic obstructive pulmonary disease,2014,1402.0,2
CAN,Chronic obstructive pulmonary disease,2015,199.5961875,1
CAN,Chronic obstructive pulmonary disease,2016,223.53408430000002,3
CAN,Chronic obstructive pulmonary disease,2017,267.0,1
CAN,Chronic obstructive pulmonary disease,2018,644.18478393,5
CAN,Chronic obstructive pulmonary disease,2019,463.71908769,3
CAN,Chronic obstructive pulmonary disease,2020,333.0,2
CAN,Chronic obstructive pulmonary disease,2021,46.0,2
CAN,Chronic obstructive pulmonary disease,2022,371.0,1
CAN,Chronic obstructive pulmonary disease,2023,30.0,1
CAN,Chronic respiratory diseases,2000,1401.723831028,3
CAN,Chronic respiratory diseases,2002,93.0,1
CAN,Chronic respiratory diseases,2003,3298.0,5
CAN,Chronic respiratory diseases,2004,432.0,1
CAN,Chronic respiratory diseases,2005,1050.857272361,5
CAN,Chronic respiratory diseases,2006,1015.2871276,6
CAN,Chronic respiratory diseases,2007,2275.44131067,9
CAN,Chronic respiratory diseases,2008,377.0,4
CAN,Chronic respiratory diseases,2009,1731.842329346,8
CAN,Chronic respiratory diseases,2010,890.0,3
CAN,Chronic respiratory diseases,2011,273.0,5
CAN,Chronic respiratory diseases,2012,708.59152913,6
CAN,Chronic respiratory diseases,2013,210.63274897,4
CAN,Chronic respiratory diseases,2014,2303.19795788,6
CAN,Chronic respiratory diseases,2015,821.7254268710001,4
CAN,Chronic respiratory diseases,2016,1290.5340843,7
CAN,Chronic respiratory diseases,2017,626.84036454,9
CAN,Chronic respiratory diseases,2018,1059.94750889,10
CAN,Chronic respiratory diseases,2019,546.358267515,6
CAN,Chronic respiratory diseases,2020,1744.087753601,7
CAN,Chronic respiratory diseases,2021,5397.959055261,27
CAN,Chronic respiratory diseases,2022,3526.3783558180003,19
CAN,Chronic respiratory diseases,2023,4124.368137027,19
CAN,Chronic respiratory diseases,2024,6723.40309255,10
CAN,Cirrhosis and other chronic liver diseases,2002,82.0,1
CAN,Cirrhosis and other chronic liver diseases,2003,53.190907871,2
CAN,Cirrhosis and other chronic liver diseases,2004,100.0,1
CAN,Cirrhosis and other chronic liver diseases,2006,456.0,2
CAN,Cirrhosis and other chronic liver diseases,2008,167.0,2
CAN,Cirrhosis and other chronic liver diseases,2009,106.55636136,2
CAN,Cirrhosis and other chronic liver diseases,2010,260.74226096,2
CAN,Cirrhosis and other chronic liver diseases,2012,917.0,3
CAN,Cirrhosis and other chronic liver diseases,2013,475.0,1
CAN,Cirrhosis and other chronic liver diseases,2014,3102.638978,3
CAN,Cirrhosis and other chronic liver diseases,2015,691.698837185,4
CAN,Cirrhosis and other chronic liver diseases,2016,1229.0,6
CAN,Cirrhosis and other chronic liver diseases,2017,650.699049486,4
CAN,Cirrhosis and other chronic liver diseases,2018,554.15999642,4
CAN,Cirrhosis and other chronic liver diseases,2019,404.0,1
CAN,Cirrhosis and other chronic liver diseases,2020,263.0,1
CAN,Cirrhosis and other chronic liver diseases,2021,97.0,1
CAN,Cirrhosis and other chronic liver diseases,2022,256.796662394,6
CAN,Cirrhosis and other chronic liver diseases,2023,770.0,3
CAN,Cirrhosis and other chronic liver diseases,2024,36.09837996,1
CAN,Colon and rectum cancer,2003,11.55636136,1
CAN,Colon and rectum cancer,2006,42.0,1
CAN,Colon and rectum cancer,2008,672.0,1
CAN,Colon and rectum cancer,2009,16.77208144,1
CAN,Colon and rectum cancer,2010,101.0,1
CAN,Colon and rectum cancer,2012,76.0,1
CAN,Colon and rectum cancer,2013,1440.7268264,6
CAN,Colon and rectum cancer,2014,244.159089893,2
CAN,Colon and rectum cancer,2015,842.325185929,3
CAN,Colon and rectum cancer,2017,40.0,1
CAN,Colon and rectum cancer,2018,592.0,1
CAN,Colon and rectum cancer,2020,598.0,2
CAN,Colon and rectum cancer,2022,802.0,2
CAN,Colon and rectum cancer,2023,932.0,4
CAN,Colon and rectum cancer,2024,761.0,2
CAN,Conduct disorder,2007,37.0,1
CAN,Conduct disorder,2012,3120.0,4
CAN,Conduct disorder,2013,1346.0,4
CAN,Conduct disorder,2014,1669.0,5
CAN,Conduct disorder,2015,820.0,2
CAN,Conduct disorder,2016,3346.0,9
CAN,Conduct disorder,2017,930.0,5
CAN,Conduct disorder,2018,372.0,2
CAN,Conduct disorder,2019,969.0,5
CAN,Conduct disorder,2020,1276.0,3
CAN,Conduct disorder,2021,2362.59730829,7
CAN,Conduct disorder,2022,181.0,1
CAN,Conduct disorder,2023,1314.0,3
CAN,Decubitus ulcer,2014,137.0,1
CAN,Decubitus ulcer,2023,678.0,1
CAN,Depressive disorders,2001,226.28908138,2
CAN,Depressive disorders,2002,261.0,1
CAN,Depressive disorders,2005,454.0,1
CAN,Depressive disorders,2008,244.76512583,2
CAN,Depressive disorders,2009,1818.0,3
CAN,Depressive disorders,2010,1088.0,2
CAN,Depressive disorders,2011,843.0,1
CAN,Depressive disorders,2012,2322.0,3
CAN,Depressive disorders,2013,635.3393181,3
CAN,Depressive disorders,2014,3285.39189858,5
CAN,Depressive disorders,2015,190.861805,2
CAN,Depressive disorders,2016,2601.12807203,7
CAN,Depressive disorders,2017,1753.0980593,7
CAN,Depressive disorders,2018,1352.0,5
CAN,Depressive disorders,2019,1774.00181306,6
CAN,Depressive disorders,2020,1787.193862442,8
CAN,Depressive disorders,2021,1618.0,4
CAN,Depressive disorders,2022,1635.4668331,7
CAN,Depressive disorders,2023,3578.0,9
CAN,Depressive disorders,2024,642.0,4
CAN,Dermatitis,2004,1316.0,1
CAN,Dermatitis,2020,502.0,1
CAN,Diabetes and kidney diseases,2000,987.0,2
CAN,Diabetes and kidney diseases,2001,51.0,1
CAN,Diabetes and kidney diseases,2003,8.048180232,1
CAN,Diabetes and kidney diseases,2004,146.0,1
CAN,Diabetes and kidney diseases,2005,954.4148459,6
CAN,Diabetes and kidney diseases,2006,6415.0,4
CAN,Diabetes and kidney diseases,2007,345.75930023,4
CAN,Diabetes and kidney diseases,2008,16056.497256511,9
CAN,Diabetes and kidney diseases,2009,10685.6270739,11
CAN,Diabetes and kidney diseases,2010,4940.55590276,12
CAN,Diabetes and kidney diseases,2011,2239.4681643,10
CAN,Diabetes and kidney diseases,2012,13588.44176924,10
CAN,Diabetes and kidney diseases,2013,2219.081338409,10
CAN,Diabetes and kidney diseases,2014,4163.698794531,17
CAN,Diabetes and kidney diseases,2015,2586.855418578,16
CAN,Diabetes and kidney diseases,2016,2250.65295413,14
CAN,Diabetes and kidney diseases,2017,5091.8729644019995,22
CAN,Diabetes and kidney diseases,2018,3433.00839861,16
CAN,Diabetes and kidney diseases,2019,1059.83408877,7
CAN,Diabetes and kidney diseases,2020,969.0,5
CAN,Diabetes and kidney diseases,2021,3415.52454338,16
CAN,Diabetes and kidney diseases,2022,1962.2349031869999,14
CAN,Diabetes and kidney diseases,2023,773.548849117,11
CAN,Diabetes and kidney diseases,2024,822.43404052,9
CAN,Diabetes mellitus,2000,987.0,2
CAN,Diabetes mellitus,2004,146.0,1
CAN,Diabetes mellitus,2005,736.4148459,4
CAN,Diabetes mellitus,2006,6415.0,4
CAN,Diabetes mellitus,2007,318.14336257,3
CAN,Diabetes mellitus,2008,15388.30647154,5
CAN,Diabetes mellitus,2009,2287.91071612,7
CAN,Diabetes mellitus,2010,4469.01913092,9
CAN,Diabetes mellitus,2011,1084.31451822,5
CAN,Diabetes mellitus,2012,12656.0,2
CAN,Diabetes mellitus,2013,1517.081338409,7
CAN,Diabetes mellitus,2014,3213.057351271,8
CAN,Diabetes mellitus,2015,2187.105341258,8
CAN,Diabetes mellitus,2016,1543.6529541300001,10
CAN,Diabetes mellitus,2017,4220.6858114,11
CAN,Diabetes mellitus,2018,1779.36066921,10
CAN,Diabetes mellitus,2019,581.83408877,3
CAN,Diabetes mellitus,2020,668.0,4
CAN,Diabetes mellitus,2021,3405.52454338,13
CAN,Diabetes mellitus,2022,714.509255869,11
CAN,Diabetes mellitus,2023,832.720951476,11
CAN,Diabetes mellitus,2024,519.67837879,6
CAN,Dietary iron deficiency,2000,97.0,1
CAN,Dietary iron deficiency,2004,51.43968322,1
CAN,Dietary iron deficiency,2010,293.0344537,1
CAN,Dietary iron deficiency,2017,31.0,1
CAN,Digestive diseases,2000,26.0,1
CAN,Digestive diseases,2002,1325.0,3
CAN,Digestive diseases,2003,79.69096406700001,4
CAN,Digestive diseases,2004,128.78573144,2
CAN,Digestive diseases,2005,181.0,1
CAN,Digestive diseases,2006,456.0,2
CAN,Digestive diseases,2007,89.0,1
CAN,Digestive diseases,2008,210.39589637,4
CAN,Digestive diseases,2009,453.55636136,4
CAN,Digestive diseases,2010,441.74226096,3
CAN,Digestive diseases,2011,364.19961757,3
CAN,Digestive diseases,2012,1689.64775312,11
CAN,Digestive diseases,2013,1229.087389149,8
CAN,Digestive diseases,2014,4065.362448132,9
CAN,Digestive diseases,2015,958.061694835,7
CAN,Digestive diseases,2016,1446.0,9
CAN,Digestive diseases,2017,1061.699049486,9
CAN,Digestive diseases,2018,972.61868812,9
CAN,Digestive diseases,2019,803.0,3
CAN,Digestive diseases,2020,1248.0,3
CAN,Digestive diseases,2021,539.5245433800001,4
CAN,Digestive diseases,2022,817.796662394,11
CAN,Digestive diseases,2023,1407.0,9
CAN,Digestive diseases,2024,235.09837996,2
CAN,Drug use disorders,2002,472.0,1
CAN,Drug use disorders,2004,38.0,1
CAN,Drug use disorders,2006,680.0,1
CAN,Drug use disorders,2009,452.0,1
CAN,Drug use disorders,2010,472.0,1
CAN,Drug use disorders,2011,930.190907872,3
CAN,Drug use disorders,2012,178.0,1
CAN,Drug use disorders,2013,2335.714544722,4
CAN,Drug use disorders,2014,1004.0,2
CAN,Drug use disorders,2015,1734.97587924,6
CAN,Drug use disorders,2016,2198.0,5
CAN,Drug use disorders,2017,2650.254543828,5
CAN,Drug use disorders,2018,958.25409598,4
CAN,Drug use disorders,2019,717.1290402,3
CAN,Drug use disorders,2020,2450.0,2
CAN,Drug use disorders,2021,1084.0,2
CAN,Drug use disorders,2022,1390.509087656,4
CAN,Drug use disorders,2023,544.0,1
CAN,Drug use disorders,2024,1386.0,2
CAN,Eating disorders,2009,186.0,1
CAN,Eating disorders,2017,62.89707134,1
CAN,Eating disorders,2019,56.0,1
CAN,Eating disorders,2023,314.0,1
CAN,Ebola,2017,40.0,1
CAN,Endocarditis,2007,78.0,1
CAN,Endocarditis,2015,504.0,2
CAN,Esophageal cancer,2018,68.0,1
CAN,Esophageal cancer,2022,90.0,1
CAN,Esophageal cancer,2024,44.0,1
CAN,Fungal skin diseases,2012,201.0,1
CAN,Gallbladder and biliary diseases,2015,257.0,1
CAN,Gallbladder and biliary diseases,2018,195.0,2
CAN,Gallbladder and biliary diseases,2023,144.0,1
CAN,Gallbladder and biliary tract cancer,2022,493.0,1
CAN,HIV/AIDS,2002,123.0,1
CAN,HIV/AIDS,2005,291.0,1
CAN,HIV/AIDS,2006,2.373181351,1
CAN,HIV/AIDS,2008,137.31481021,2
CAN,HIV/AIDS,2010,480.0,1
CAN,HIV/AIDS,2011,784.158901796,5
CAN,HIV/AIDS,2012,262.630709147,3
CAN,HIV/AIDS,2013,67.13862589,2
CAN,HIV/AIDS,2014,162.373181351,3
CAN,HIV/AIDS,2015,750.0,1
CAN,HIV/AIDS,2016,260.0,2
CAN,HIV/AIDS,2017,51.0,1
CAN,HIV/AIDS,2019,29.0,1
CAN,HIV/AIDS,2020,844.0,2
CAN,HIV/AIDS,2022,643.0,4
CAN,HIV/AIDS,2023,431.0,2
CAN,HIV/AIDS and sexually transmitted infections,2002,123.0,1
CAN,HIV/AIDS and sexually transmitted infections,2005,291.0,1
CAN,HIV/AIDS and sexually transmitted infections,2006,2.373181351,1
CAN,HIV/AIDS and sexually transmitted infections,2008,137.31481021,2
CAN,HIV/AIDS and sexually transmitted infections,2010,480.0,1
CAN,HIV/AIDS and sexually transmitted infections,2011,784.158901796,5
CAN,HIV/AIDS and sexually transmitted infections,2012,262.630709147,3
CAN,HIV/AIDS and sexually transmitted infections,2013,67.13862589,2
CAN,HIV/AIDS and sexually transmitted infections,2014,162.373181351,3
CAN,HIV/AIDS and sexually transmitted infections,2015,750.0,1
CAN,HIV/AIDS and sexually transmitted infections,2016,260.0,2
CAN,HIV/AIDS and sexually transmitted infections,2017,51.0,1
CAN,HIV/AIDS and sexually transmitted infections,2019,29.0,1
CAN,HIV/AIDS and sexually transmitted infections,2020,844.0,2
CAN,HIV/AIDS and sexually transmitted infections,2022,643.0,4
CAN,HIV/AIDS and sexually transmitted infections,2023,431.0,2
CAN,Headache disorders,2011,19.245424098,1
CAN,Headache disorders,2021,342.0,1
CAN,Hodgkin lymphoma,2007,46.0,1
CAN,Hodgkin lymphoma,2012,439.0,2
CAN,Idiopathic developmental intellectual disability,2004,37.24862902,1
CAN,Idiopathic developmental intellectual disability,2009,96.54543828,2
CAN,Idiopathic developmental intellectual disability,2014,205.0,2
CAN,Idiopathic developmental intellectual disability,2017,336.0,1
CAN,Idiopathic developmental intellectual disability,2019,51.96537768,2
CAN,Idiopathic developmental intellectual disability,2020,42.0,2
CAN,Idiopathic developmental intellectual disability,2022,26.0,1
CAN,Idiopathic developmental intellectual disability,2023,28.0,2
CAN,Idiopathic developmental intellectual disability,2024,39.0,2
CAN,Idiopathic epilepsy,2008,41.0,1
CAN,Idiopathic epilepsy,2012,101.0,1
CAN,Idiopathic epilepsy,2014,1128.42541452,3
CAN,Idiopathic epilepsy,2020,5.148694299,1
CAN,Idiopathic epilepsy,2024,74.0,1
CAN,Inflammatory bowel disease,2003,4.935060446,1
CAN,Inflammatory bowel disease,2004,28.78573144,1
CAN,Inflammatory bowel disease,2005,181.0,1
CAN,Inflammatory bowel disease,2011,226.0,1
CAN,Inflammatory bowel disease,2013,83.800908327,3
CAN,Inflammatory bowel disease,2014,895.955910222,3
CAN,Inflammatory bowel disease,2015,48.36285765,1
CAN,Inflammatory bowel disease,2017,81.0,2
CAN,Inflammatory bowel disease,2018,11.4586917,1
CAN,Inflammatory bowel disease,2019,399.0,2
CAN,Inflammatory bowel disease,2022,209.0,2
CAN,Inflammatory bowel disease,2023,88.0,2
CAN,"Inguinal, femoral, and abdominal hernia",2009,347.0,2
CAN,"Inguinal, femoral, and abdominal hernia",2011,104.0,1
CAN,"Inguinal, femoral, and abdominal hernia",2012,86.0,1
CAN,Interstitial lung disease and pulmonary sarcoidosis,2006,11.2871276,1
CAN,Interstitial lung disease and pulmonary sarcoidosis,2023,30.0,1
CAN,Ischemic heart disease,2000,3355.0160713,10
CAN,Ischemic heart disease,2001,279.91360578,4
CAN,Ischemic heart disease,2002,516.0,4
CAN,Ischemic heart disease,2003,5339.432678011,9
CAN,Ischemic heart disease,2004,5570.0,2
CAN,Ischemic heart disease,2005,2340.0,4
CAN,Ischemic heart disease,2006,2302.02946906,6
CAN,Ischemic heart disease,2007,15202.73855402,6
CAN,Ischemic heart disease,2008,297.0,3
CAN,Ischemic heart disease,2009,2809.0775114099997,11
CAN,Ischemic heart disease,2010,3912.20156192,7
CAN,Ischemic heart disease,2011,13.41363372,1
CAN,Ischemic heart disease,2012,933.0,4
CAN,Ischemic heart disease,2013,1310.13862589,5
CAN,Ischemic heart disease,2014,35551.837613733,10
CAN,Ischemic heart disease,2015,12365.0,6
CAN,Ischemic heart disease,2016,13352.088445595,12
CAN,Ischemic heart disease,2017,1756.0,6
CAN,Ischemic heart disease,2018,1306.0,5
CAN,Ischemic heart disease,2019,1379.0,3
CAN,Ischemic heart disease,2020,294.0,2
CAN,Ischemic heart disease,2021,1380.0,4
CAN,Ischemic heart disease,2022,409.07083500600004,6
CAN,Ischemic heart disease,2023,1102.0,3
CAN,Kidney cancer,2007,52.04971106,1
CAN,Kidney cancer,2010,732.0,1
CAN,Kidney cancer,2016,84.71225604,1
CAN,Kidney cancer,2019,118.758777553,3
CAN,Kidney cancer,2021,9.447753648,1
CAN,Kidney cancer,2022,11.14363417,1
CAN,Larynx cancer,2011,400.0,1
CAN,Larynx cancer,2014,402.0,1
CAN,Larynx cancer,2022,61.0,1
CAN,Larynx cancer,2023,319.0,1
CAN,Leukemia,2002,201.5570482,1
CAN,Leukemia,2003,17.540905634,1
CAN,Leukemia,2006,344.0,1
CAN,Leukemia,2014,33.2245389,1
CAN,Leukemia,2020,16.509087656,1
CAN,Leukemia,2021,63.0,2
CAN,Leukemia,2022,13.81501017,1
CAN,Lip and oral cavity cancer,2011,400.0,1
CAN,Lip and oral cavity cancer,2020,457.0,1
CAN,Lip and oral cavity cancer,2022,61.0,1
CAN,Lip and oral cavity cancer,2023,319.0,1
CAN,Liver cancer,2007,533.0,1
CAN,Liver cancer,2022,188.0,1
CAN,Liver cancer,2023,180.0,1
CAN,Liver cancer,2024,1384.0,1
CAN,Low back pain,2000,107.0,1
CAN,Low back pain,2002,130.0,1
CAN,Low back pain,2006,122.0,2
CAN,Low back pain,2012,32.0,1
CAN,Low back pain,2013,143.0,2
CAN,Low back pain,2015,235.0,2
CAN,Low back pain,2016,88.55010392,2
CAN,Low back pain,2019,104.0,1
CAN,Lower extremity peripheral arterial disease,2003,36.0,1
CAN,Lower extremity peripheral arterial disease,2009,217.0,1
CAN,Lower respiratory infections,2002,60.83354244,1
CAN,Lower respiratory infections,2005,514.825232356,2
CAN,Lower respiratory infections,2010,652.0,3
CAN,Lower respiratory infections,2011,746.0,4
CAN,Lower respiratory infections,2012,194.0,1
CAN,Lower respiratory infections,2013,1474.020180482,4
CAN,Lower respiratory infections,2015,1270.43099083,6
CAN,Lower respiratory infections,2016,565.0,3
CAN,Lower respiratory infections,2017,1125.6827267439999,3
CAN,Lower respiratory infections,2018,534.0,1
