ISO3,Authors,DALYs,Participants,PBR,Participant_Share,DALY_Share,A_global_share,P_burden_global_share,P_participant_global_share,A_norm,P_burden_norm,P_participant_norm,Limiting_Factor,Residual,Impact_Scores,Disease,CIS_Country,x,y,Status,Visual_Factor
GEO,1,370321.0815,199,0.43211552,0.000432116,0.000277542,0.000726744,0.000254197,0.000432073,0.514321819,0.179896958,0.305781223,Over_Performing,0.961494873,"{'Research_Investment': 1.0177525402176848, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.012164223,0.562942132,0.445415761,Over_Performing,Research_Investment
GHA,19,9722576.178,4783.560317,1.425495825,0.010387189,0.00728672,0.01380814,0.006673803,0.010386174,0.447326922,0.216203752,0.336469326,Governance,-0.664504773,"{'Research_Investment': 0.7477506027386092, 'Health_Infrastructure': 0.0, 'Governance': 1.649182708957054}",Nutritional deficiencies,-0.167516187,0.560132787,0.387396478,Under,Governance
GMB,7,869245.3495,2782,6.040931546,0.006040932,0.000651468,0.005087209,0.00059667,0.006040341,0.43390596,0.050892102,0.515201939,Over_Performing,1.974016512,"{'Research_Investment': 1.611822332098793, 'Health_Infrastructure': 0.0, 'Governance': 2.4689514450005277}",Nutritional deficiencies,-0.33764059,0.732154918,0.375773584,Over_Performing,Governance
GNB,7,693792.7889,2138,4.64252755,0.004642528,0.000519973,0.005087209,0.000476236,0.004642074,0.498476306,0.046664509,0.454859185,Over_Performing,1.977473437,"{'Research_Investment': 1.5013430203879174, 'Health_Infrastructure': 0.0, 'Governance': 2.4354127599630795}",Nutritional deficiencies,-0.334847823,0.704097338,0.431693144,Over_Performing,Governance
GRC,1,189083.5995,60,0.130286087,0.000130286,0.000141711,0.000726744,0.000129791,0.000130273,0.736458869,0.131526358,0.132014773,Over_Performing,1.021147548,"{'Research_Investment': 0.14497927157010948, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,0.065754288,0.500244208,0.637792089,Over_Performing,Research_Investment
GRL,1,1185.581347,287,0.623201781,0.000623202,8.89E-07,0.000726744,8.14E-07,0.000623141,0.538050481,0.000602511,0.461347008,Over_Performing,7.884446072,"{'Research_Investment': 1.338673162005847, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.051668871,0.730372249,0.465965385,Over_Performing,Research_Investment
GTM,3,3771443.225,1001.994046,0.769756946,0.002175765,0.002826561,0.002180233,0.002588806,0.002175552,0.313946858,0.372780251,0.313272891,Multiple_Factors,-1.550648497,"{'Research_Investment': 0.8398999800072153, 'Health_Infrastructure': 0.0, 'Governance': 1.1447654698687744}",Nutritional deficiencies,-0.078529951,0.47024632,0.271885955,Under,Multiple_Factors
HND,2,800965.6341,598,1.298517996,0.001298518,0.000600295,0.001453488,0.000549801,0.001298391,0.44022678,0.166521679,0.393251542,Over_Performing,0.989089553,"{'Research_Investment': 1.1135542284024116, 'Health_Infrastructure': 0.0, 'Governance': 1.3131464762982437}",Nutritional deficiencies,-0.153218089,0.613364931,0.381247575,Over_Performing,Governance
HRV,1,191220.1455,97,0.210629173,0.000210629,0.000143313,0.000726744,0.000131258,0.000210609,0.680083177,0.122830469,0.197086353,Over_Performing,1.623011206,"{'Research_Investment': 0.48486998812206566, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,0.042308985,0.537127942,0.588969308,Over_Performing,Research_Investment
HTI,3,4673118.046,1413,0.876055176,0.003068237,0.003502333,0.002180233,0.003207737,0.003067938,0.257835443,0.379348656,0.362815901,Governance,-0.552787397,"{'Research_Investment': 0.9607233080543467, 'Health_Infrastructure': 0.0, 'Governance': 1.9064717899020842}",Nutritional deficiencies,-0.095676598,0.491733622,0.223292044,Under,Governance
IDN,21,36601479.35,3929.382573,0.311043926,0.008532398,0.027431489,0.015261628,0.025124107,0.008531564,0.311988357,0.513603727,0.174407917,Governance,-2.217013379,"{'Research_Investment': 0.3169576272704397, 'Health_Infrastructure': 0.43731619175178305, 'Governance': 0.6711938892858912}",Nutritional deficiencies,0.015674622,0.330402095,0.270189843,Under,Governance
IND,80,480397280.2,51474.50799,0.310447176,0.111773537,0.360040436,0.058139535,0.329755875,0.111762616,0.116358653,0.659963131,0.223678216,Governance,-3.230697332,"{'Research_Investment': 0.17909851335884244, 'Health_Infrastructure': 0.49260248291444453, 'Governance': 1.3291136407010384}",Nutritional deficiencies,0.015817694,0.281857543,0.10076955,Under,Governance
IRL,8,80561.54003,968,2.101948863,0.002101949,6.04E-05,0.005813953,5.53E-05,0.002101743,0.729388557,0.006937566,0.263673876,Over_Performing,2.430492627,"{'Research_Investment': 0.0215959261789586, 'Health_Infrastructure': 0.09856877220969083, 'Governance': 0.0}",Nutritional deficiencies,-0.229914049,0.628368155,0.63166902,Over_Performing,Health_Infrastructure
IRN,27,6692639.021,4172,1.806104806,0.009059226,0.005015892,0.019622093,0.004593983,0.009058341,0.589705089,0.138063522,0.272231389,Research_Investment,-0.764341265,"{'Research_Investment': 0.1424525825960306, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.20598387,0.567083933,0.510699588,Under,Research_Investment
ISL,2,4782.412555,225,0.488572824,0.000488573,3.58E-06,0.001453488,3.28E-06,0.000488525,0.747180999,0.001687537,0.251131464,Over_Performing,5.617651693,"{'Research_Investment': 0.702730379650044, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.024600225,0.624721964,0.647077726,Over_Performing,Research_Investment
ISR,6,197919.2643,1936,4.203897725,0.004203898,0.000148333,0.004360465,0.000135856,0.004203487,0.50121392,0.015616021,0.483170059,Over_Performing,3.627665645,"{'Research_Investment': 0.03190616552434189, 'Health_Infrastructure': 0.03793297355393678, 'Governance': 0.0}",Nutritional deficiencies,-0.325466684,0.733777019,0.434063987,Over_Performing,Health_Infrastructure
ITA,22,1729093.704,3320.032977,5.563139081,0.007209235,0.001295893,0.015988372,0.00118689,0.007208531,0.655696681,0.048675371,0.295627948,As_Expected,0.140733484,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.33991662,0.623476289,0.567849983,As_Expected,Unknown
JAM,2,291304.8512,34,0.073828782,7.38E-05,0.000218322,0.001453488,0.000199958,7.38E-05,0.84149539,0.115765699,0.042738911,As_Expected,0.282105853,"{'Research_Investment': 1.062406778801338, 'Health_Infrastructure': 0.0, 'Governance': 0.42442862124270436}",Nutritional deficiencies,0.084003693,0.463486606,0.728756385,As_Expected,Research_Investment
JOR,1,868520.1832,50,0.108571739,0.000108572,0.000650925,0.000726744,0.000596172,0.000108561,0.507688064,0.416473434,0.075838502,Research_Investment,-1.056089052,"{'Research_Investment': 0.7368023334454051, 'Health_Infrastructure': 0.0, 'Governance': 0.19653363840281807}",Nutritional deficiencies,0.072591741,0.329682534,0.439670761,Under,Research_Investment
JPN,28,2690595.419,4445.388797,4.786933585,0.009652872,0.002016504,0.020348837,0.001846887,0.009651929,0.638943066,0.057991316,0.303065618,As_Expected,-0.029432004,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.336229161,0.622537151,0.553340927,As_Expected,Unknown
KEN,30,12652053.03,15819.77285,3.622724343,0.034351605,0.009482257,0.021802326,0.008684664,0.034348249,0.336272779,0.133949747,0.529777475,Governance,-0.694840112,"{'Research_Investment': 0.6233251051388304, 'Health_Infrastructure': 0.0, 'Governance': 1.6161597098512759}",Nutritional deficiencies,-0.306754477,0.697913864,0.291220769,Under,Governance
KHM,14,3658117.643,5800,4.593739622,0.012594322,0.002741627,0.010174419,0.002511017,0.012593091,0.402492545,0.099333996,0.498173459,Over_Performing,0.523798099,"{'Research_Investment': 1.0565935218237972, 'Health_Infrastructure': 0.0, 'Governance': 1.8015965509837306}",Nutritional deficiencies,-0.334169195,0.699419731,0.348568768,Over_Performing,Governance
KOR,9,16603264.21,1337,0.233310335,0.002903208,0.012443548,0.006540698,0.011396867,0.002902925,0.313845686,0.546861776,0.139292537,Multiple_Factors,-0.475076218,{},Nutritional deficiencies,0.035902408,0.29621538,0.271798337,Under,Multiple_Factors
LAO,4,1427066.707,1616,3.280901044,0.003509039,0.001069535,0.002906977,0.000979572,0.003508696,0.393087318,0.132459695,0.474452987,Over_Performing,1.826658755,"{'Research_Investment': 1.2491152810711983, 'Health_Infrastructure': 0.0, 'Governance': 1.6426506871559117}",Nutritional deficiencies,-0.292072633,0.670996646,0.340423603,Over_Performing,Governance
LBN,5,405914.5475,961,2.086748819,0.002086749,0.000304218,0.003633721,0.000278629,0.002086545,0.605731705,0.046446752,0.347821543,Over_Performing,1.417060158,"{'Research_Investment': 0.562166491916679, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.228923107,0.650687395,0.524579044,Over_Performing,Research_Investment
LKA,5,2676317.957,928,1.004630405,0.002015091,0.002005804,0.003633721,0.001837087,0.002014895,0.485421502,0.245412765,0.269165733,Research_Investment,-0.608984976,"{'Research_Investment': 0.7272026023691348, 'Health_Infrastructure': 0.0, 'Governance': 0.027426851773221888}",Nutritional deficiencies,-0.114625682,0.511876484,0.420387352,Under,Research_Investment
LTU,1,169433.8819,3.019896403,0.006557508,6.56E-06,0.000126985,0.000726744,0.000116303,6.56E-06,0.855391255,0.136891191,0.007717553,Research_Investment,-1.625522854,"{'Research_Investment': 0.5596341242701883, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,0.107364887,0.435413181,0.740790557,Under,Research_Investment
MAR,4,4325337.138,853,0.571380108,0.001852234,0.003241684,0.002906977,0.002969012,0.001852053,0.376159556,0.384186861,0.239653583,Governance,0.338847006,"{'Research_Investment': 0.5023427697375739, 'Health_Infrastructure': 0.0, 'Governance': 1.1033959984615338}",Nutritional deficiencies,-0.041667815,0.427733361,0.325763731,Over_Performing,Governance
MDG,1,17240130.09,375,0.063021216,0.000814288,0.012920856,0.000726744,0.011834027,0.000814208,0.054336098,0.884788407,0.060875495,Governance,-1.42773571,"{'Research_Investment': 1.2705369645350932, 'Health_Infrastructure': 0.0, 'Governance': 2.328512976275949}",Nutritional deficiencies,0.087620387,0.088043544,0.047056441,Under,Governance
MEX,16,10951248.44,4570,1.209062129,0.009923457,0.008207566,0.011627907,0.007517192,0.009922487,0.400030017,0.258610804,0.341359179,Health_Infrastructure,-0.796404129,"{'Research_Investment': 0.23036586992401176, 'Health_Infrastructure': 0.40820775261941156, 'Governance': 0.0}",Nutritional deficiencies,-0.142223277,0.541374187,0.346436157,Under,Health_Infrastructure
MLI,6,21676819.68,1130.878048,0.151152822,0.002455628,0.016245995,0.004360465,0.014879474,0.002455388,0.200986377,0.685837729,0.113175894,Governance,-2.991478269,"{'Research_Investment': 1.1113742949806438, 'Health_Infrastructure': 0.0, 'Governance': 3.108726691412499}",Nutritional deficiencies,0.059595265,0.213669083,0.174059309,Under,Governance
MMR,1,10294484.43,402,0.113140346,0.000872917,0.007715345,0.000726744,0.007066374,0.000872831,0.083862039,0.8154183,0.100719662,Governance,-0.316870448,"{'Research_Investment': 0.9429058872132714, 'Health_Infrastructure': 0.0, 'Governance': 1.9616310851117387}",Nutritional deficiencies,0.071126105,0.142650681,0.072626656,Under,Governance
MNG,2,498281.5424,1255,2.725150643,0.002725151,0.000373444,0.001453488,0.000342032,0.002724884,0.321539427,0.075664031,0.602796542,Over_Performing,2.578261942,"{'Research_Investment': 1.1598788366038923, 'Health_Infrastructure': 0.0, 'Governance': 0.34677013982911176}",Nutritional deficiencies,-0.265253967,0.763566255,0.278461312,Over_Performing,Research_Investment
MOZ,3,15621353.72,1296,0.240371174,0.002814179,0.011707641,0.002180233,0.010722861,0.002813905,0.13871813,0.682246119,0.179035751,Governance,-1.231397032,"{'Research_Investment': 1.1351704054949148, 'Health_Infrastructure': 0.0, 'Governance': 2.8822832689728677}",Nutritional deficiencies,0.03393805,0.248394816,0.120133425,Under,Governance
MWI,40,8605508.382,33903.73873,11.41476856,0.073619757,0.006449518,0.029069767,0.005907021,0.073612564,0.267703662,0.054397794,0.677898544,Governance,0.341680149,"{'Research_Investment': 0.978547869386524, 'Health_Infrastructure': 7.074383891488321e-17, 'Governance': 2.4359284458947497}",Nutritional deficiencies,-0.176932666,0.811750375,0.231838172,Over_Performing,Governance
MYS,9,3129484.006,1789,1.656279604,0.003884697,0.002345435,0.006540698,0.002148151,0.003884317,0.520210891,0.170852014,0.308937095,Research_Investment,-0.624804111,"{'Research_Investment': 0.09628351458179163, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.192024812,0.569042541,0.450515847,Under,Research_Investment
NER,3,10689026.87,6407,1.736651217,0.013912383,0.00801104,0.002180233,0.007337197,0.013911023,0.093059178,0.313174623,0.593766199,Governance,-0.956915309,"{'Research_Investment': 1.086094806219146, 'Health_Infrastructure': 0.0, 'Governance': 3.51588938368376}",Nutritional deficiencies,-0.199671694,0.640295788,0.080591613,Under,Governance
NGA,13,62257524.16,5891,0.274153141,0.012791922,0.046659769,0.009447674,0.042735014,0.012790672,0.145408431,0.657731312,0.196860257,Governance,-3.360873661,"{'Research_Investment': 0.3212902987425117, 'Health_Infrastructure': 0.0, 'Governance': 2.1133191469382853}",Nutritional deficiencies,0.024870493,0.269564472,0.125927395,Under,Governance
NLD,19,599563.8038,4310.065284,9.359025643,0.009359026,0.000449351,0.01380814,0.000411555,0.009358111,0.585641427,0.017455168,0.396903405,Over_Performing,1.501280713,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.258375885,0.689724119,0.507180353,Over_Performing,Unknown
NOR,12,110102.3106,2999.283178,6.512747794,0.006512748,8.25E-05,0.00872093,7.56E-05,0.006512111,0.569674542,0.004936878,0.425388579,Over_Performing,2.33527976,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.331854194,0.71022585,0.493352626,Over_Performing,Unknown
NPL,17,7885542.71,7335,2.695036054,0.015927474,0.00590993,0.012354651,0.00541282,0.015925918,0.36667879,0.16064932,0.472671889,As_Expected,-0.155761575,"{'Research_Investment': 0.9353827523012824, 'Health_Infrastructure': 0.0, 'Governance': 1.7529692775752197}",Nutritional deficiencies,-0.263673478,0.656011284,0.317553148,As_Expected,Governance
NZL,12,74106.38471,2718,5.90195972,0.00590196,5.55E-05,0.00872093,5.09E-05,0.005901383,0.59434487,0.003466756,0.402188374,Over_Performing,3.589015344,"{'Research_Investment': 0.17094254351635288, 'Health_Infrastructure': 0.12642836353180142, 'Governance': 0.0}",Nutritional deficiencies,-0.338734046,0.699360809,0.514717756,Over_Performing,Research_Investment
PAK,14,82171241.4,7999.50309,0.282058513,0.017370399,0.061584382,0.010174419,0.056404253,0.017368702,0.121199964,0.67190015,0.206899887,Governance,-2.688726413,"{'Research_Investment': 0.3902447298341911, 'Health_Infrastructure': 0.0, 'Governance': 2.1438019153436216}",Nutritional deficiencies,0.022840028,0.267499868,0.104962248,Under,Governance
PER,4,3530150.955,915,0.750972211,0.001986863,0.002645721,0.002906977,0.002423178,0.001986669,0.397300393,0.331178943,0.271520663,As_Expected,-0.066821535,"{'Research_Investment': 0.48742599637450273, 'Health_Infrastructure': 0.0, 'Governance': 0.10871423418744922}",Nutritional deficiencies,-0.075223401,0.47017086,0.344072234,As_Expected,Research_Investment
PHL,12,16069131.46,3138.826418,0.565940723,0.006815757,0.012043235,0.00872093,0.011030226,0.006815091,0.328271066,0.415196993,0.256531941,Governance,-1.441501444,"{'Research_Investment': 0.44432542396263003, 'Health_Infrastructure': 0.0, 'Governance': 0.6515978238824628}",Nutritional deficiencies,-0.040594931,0.420667474,0.284291083,Under,Governance
POL,8,2021728.688,781.7054015,1.120253447,0.001697422,0.001515213,0.005813953,0.001387762,0.001697256,0.653328696,0.155946293,0.190725011,Research_Investment,-1.112099949,"{'Research_Investment': 0.06042991044124054, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.130543963,0.517389359,0.565799248,Under,Research_Investment
PRI,2,204989.8739,6.880212932,0.014939934,1.49E-05,0.000153633,0.001453488,0.00014071,1.49E-05,0.903272172,0.087444295,0.009283533,Research_Investment,-1.435915764,"{'Research_Investment': 0.4620995926229705, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,0.104249892,0.460919619,0.782256648,Under,Research_Investment
PRK,1,787963.2949,234,0.508115737,0.000508116,0.00059055,0.000726744,0.000540876,0.000508066,0.409275024,0.304601239,0.286123737,Over_Performing,1.44794793,"{'Research_Investment': 0.25864079408333956, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.028704585,0.490761249,0.354442568,Over_Performing,Research_Investment
PRT,2,249186.1462,139,0.301829434,0.000301829,0.000186756,0.001453488,0.000171047,0.0003018,0.754535429,0.088794071,0.1566705,Over_Performing,0.62628336,"{'Research_Investment': 0.09912456863668968, 'Health_Infrastructure': 0.01891902451276861, 'Governance': 0.0}",Nutritional deficiencies,0.017920702,0.533938214,0.653446849,Over_Performing,Research_Investment
PSE,1,309984.313,131,0.284457956,0.000284458,0.000232322,0.000726744,0.00021278,0.00028443,0.593767179,0.173846655,0.232386166,Over_Performing,1.262749967,"{'Research_Investment': 0.8631590207275958, 'Health_Infrastructure': 0.0, 'Governance': 0.45345982924778405}",Nutritional deficiencies,0.022234005,0.529269755,0.514217461,Over_Performing,Research_Investment
QAT,1,75195.36589,95,0.206286304,0.000206286,5.64E-05,0.000726744,5.16E-05,0.000206266,0.738091469,0.052421772,0.209486759,Over_Performing,2.7381558,"{'Research_Investment': 0.3633372158642019, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,0.043554184,0.578532494,0.639205962,Over_Performing,Research_Investment
ROU,2,1208030.605,733,1.59166169,0.001591662,0.000905375,0.001453488,0.00082922,0.001591506,0.375169788,0.214035708,0.410794504,Over_Performing,0.526418237,"{'Research_Investment': 0.2991990919196004, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.185450802,0.598379398,0.324906567,Over_Performing,Research_Investment
RUS,6,9469657.965,1175.08826,0.359527607,0.002551628,0.007097167,0.004360465,0.006500194,0.002551378,0.325115799,0.484653723,0.190230478,Research_Investment,-1.846818408,"{'Research_Investment': 0.039865500068960856, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,0.004314862,0.352788378,0.281558541,Under,Research_Investment
RWA,3,4352190.146,951,0.63309474,0.002065034,0.00326181,0.002180233,0.002987445,0.002064833,0.301448957,0.4130578,0.285493244,Governance,-0.311584609,"{'Research_Investment': 1.1244902168069293, 'Health_Infrastructure': 0.0, 'Governance': 2.2715392305659776}",Nutritional deficiencies,-0.05353605,0.436217722,0.261062454,Under,Governance
SAU,9,2451048.94,3548,4.193992775,0.007704251,0.001836973,0.006540698,0.001682457,0.007703498,0.410676233,0.105637832,0.483685935,Over_Performing,0.548931082,"{'Research_Investment': 0.1714878133643167, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.325200321,0.689024052,0.35565605,Over_Performing,Research_Investment
SEN,2,5444852.942,99,0.052679918,0.000214972,0.004080721,0.001453488,0.003737474,0.000214951,0.26887009,0.691367703,0.039762207,Governance,-2.019403613,"{'Research_Investment': 0.9800763345029209, 'Health_Infrastructure': 0.0, 'Governance': 2.3749629090840783}",Nutritional deficiencies,0.091158225,0.174197252,0.232848329,Under,Governance
SGP,4,64609.7132,1736,3.76961077,0.003769611,4.84E-05,0.002906977,4.43E-05,0.003769242,0.432549212,0.006599086,0.560851702,Over_Performing,3.295546732,"{'Research_Investment': 0.044882827769078544, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.311963814,0.777126308,0.374598606,Over_Performing,Research_Investment
SLE,7,9091684.244,1519,0.484071461,0.003298409,0.006813889,0.005087209,0.006240744,0.003298087,0.347818634,0.426687171,0.225494195,Governance,-1.439299757,"{'Research_Investment': 1.159014839702302, 'Health_Infrastructure': 0.0, 'Governance': 2.966473772187603}",Nutritional deficiencies,-0.023635625,0.399403512,0.301219773,Under,Governance
SOM,1,33519181.82,143,0.012360575,0.000310515,0.025121418,0.000726744,0.023008347,0.000310485,0.030223614,0.956864039,0.012912348,Governance,-2.466478962,"{'Research_Investment': 1.1752276307905558, 'Health_Infrastructure': 0.0, 'Governance': 3.098928658710784}",Nutritional deficiencies,0.105187283,0.028024155,0.026174417,Under,Governance
SRB,1,521464.934,4.883761041,0.010604769,1.06E-05,0.000390819,0.000726744,0.000357946,1.06E-05,0.663515422,0.3268034,0.009681178,Research_Investment,-2.497182056,"{'Research_Investment': 0.5814228035420405, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,0.105833034,0.341438889,0.574621211,Under,Research_Investment
SVK,1,265528.783,3.992404631,0.008669246,8.67E-06,0.000199004,0.000726744,0.000182265,8.67E-06,0.791938355,0.198615628,0.009446017,Research_Investment,-2.140211618,"{'Research_Investment': 0.42020036952875595, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,0.106561292,0.405415194,0.685838734,Under,Research_Investment
SWE,14,195805.7352,9023.339313,19.59359278,0.019593593,0.000146749,0.010174419,0.000134406,0.019591678,0.340275839,0.004495095,0.655229066,Over_Performing,2.321814984,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.16119785995017608, 'Governance': 0.0}",Nutritional deficiencies,0.29658482,0.825366985,0.294687521,Over_Performing,Health_Infrastructure
TGO,1,2219569.016,265,0.345918087,0.00057543,0.001663487,0.000726744,0.001523564,0.000575374,0.257192487,0.539184462,0.203623051,As_Expected,0.239565699,"{'Research_Investment': 1.3747811695690784, 'Health_Infrastructure': 0.0, 'Governance': 2.1713815629484485}",Nutritional deficiencies,0.007461983,0.332219295,0.222735228,As_Expected,Governance
THA,16,5460925.08,2474,1.312591316,0.00537213,0.004092766,0.011627907,0.003748506,0.005371605,0.560434596,0.180668154,0.25889725,Research_Investment,-1.442829444,"{'Research_Investment': 0.16422013520464707, 'Health_Infrastructure': 0.0, 'Governance': 0.03541043397461923}",Nutritional deficiencies,-0.154856013,0.539114548,0.485350597,Under,Research_Investment
TUR,8,6900445.746,1753,0.736038989,0.003806525,0.005171635,0.005813953,0.004736627,0.003806153,0.404963536,0.3299237,0.265112764,Health_Infrastructure,-1.067274585,"{'Research_Investment': 0.06122753921655566, 'Health_Infrastructure': 0.14018242243150197, 'Governance': 0.0}",Nutritional deficiencies,-0.07253099,0.467594532,0.35070871,Under,Health_Infrastructure
TWN,5,756807.8078,983,2.134520384,0.00213452,0.0005672,0.003633721,0.00051949,0.002134312,0.577925645,0.082622437,0.339451918,Over_Performing,0.748194349,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Nutritional deficiencies,-0.231897328,0.628414741,0.50049829,Over_Performing,Unknown
TZA,35,22362769.29,15503.66664,2.008652863,0.033665201,0.016760089,0.025436047,0.015350325,0.033661912,0.341660617,0.206187767,0.452151615,Governance,-0.710957099,"{'Research_Investment': 0.7875298239531187, 'Health_Infrastructure': 7.074383891488321e-17, 'Governance': 2.163035090646988}",Nutritional deficiencies,-0.223273277,0.622981924,0.295886774,Under,Governance
UGA,11,14022311.63,3784,0.781857421,0.008216709,0.010509217,0.007994186,0.009625241,0.008215906,0.309428405,0.372561132,0.318010463,Governance,-1.315216534,"{'Research_Investment': 0.8919393814279419, 'Health_Infrastructure': 7.074383891488321e-17, 'Governance': 2.0552567309281238}",Nutritional deficiencies,-0.080608177,0.472724666,0.26797286,Under,Governance
USA,219,12278824.92,50169.39644,11.8379941,0.108939572,0.009202536,0.159156977,0.008428471,0.108928928,0.575583009,0.030481132,0.393935859,Over_Performing,0.641965888,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.09852213684764294, 'Governance': 0.0}",Nutritional deficiencies,-0.156299851,0.681727363,0.498469508,Over_Performing,Health_Infrastructure
VNM,14,9692883.8,5442,1.626677954,0.011816948,0.007264467,0.010174419,0.006653421,0.011815793,0.355206986,0.232282721,0.412510292,Multiple_Factors,-0.382471326,"{'Research_Investment': 0.4252299136180185, 'Health_Infrastructure': 0.0, 'Governance': 0.5093449046575654}",Nutritional deficiencies,-0.189081962,0.590113785,0.307618274,Under,Multiple_Factors
ZAF,19,14243867.85,4917,1.00015733,0.010676945,0.010675265,0.01380814,0.009777322,0.010675902,0.403023642,0.285374586,0.311601772,Governance,-1.170322892,"{'Research_Investment': 0.09825097563618564, 'Health_Infrastructure': 0.19989265798123299, 'Governance': 0.6301873079787146}",Nutritional deficiencies,-0.113990885,0.513113593,0.349028713,Under,Governance
ZMB,13,8919992.72,2823.891766,0.917232843,0.006131897,0.006685213,0.009447674,0.006122891,0.006131298,0.435339332,0.28213664,0.282524028,Governance,-0.838030135,"{'Research_Investment': 1.046735228101335, 'Health_Infrastructure': 0.0, 'Governance': 1.933325657306785}",Nutritional deficiencies,-0.101869862,0.500193694,0.377014921,Under,Governance
ZWE,5,6598640.626,1803,0.791657444,0.003915097,0.004945443,0.003633721,0.004529461,0.003914714,0.300857118,0.375020664,0.324122217,Governance,-0.588529587,"{'Research_Investment': 0.7940780598202298, 'Health_Infrastructure': 0.0, 'Governance': 1.9884849525164383}",Nutritional deficiencies,-0.082249346,0.474550776,0.260549907,Under,Governance
AFG,2,47507406.18,757,0.045502412,0.000446032,0.009802385,0.000474158,0.009018207,0.000446032,0.047709741,0.907410572,0.044879687,Multiple_Factors,-0.537607304,"{'Research_Investment': 1.0642440217061395, 'Health_Infrastructure': 0.23621840238734468, 'Governance': 1.0024115123373287}",Respiratory infections and tuberculosis,0.078427055,0.068734557,0.041317848,Under,Multiple_Factors
ARE,2,1008226.219,4.229125363,0.002491844,2.49E-06,0.000208031,0.000474158,0.000191389,2.49E-06,0.709776303,0.286493611,0.003730087,Research_Investment,-4.261289814,"{'Research_Investment': 0.01674159904954136, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.099444768,0.358618238,0.614684309,Under,Research_Investment
ARG,9,18961631.6,782.5385659,0.117850086,0.00046108,0.003912426,0.002133713,0.003599437,0.00046108,0.34446781,0.581095207,0.074436983,Research_Investment,-2.442659417,"{'Research_Investment': 0.2041418112485438, 'Health_Infrastructure': 0.01093967383432955, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.047979714,0.246670888,0.298317874,Under,Research_Investment
ARM,2,1278729.692,765,0.450745852,0.000450746,0.000263845,0.000474158,0.000242738,0.000450746,0.406081925,0.207887256,0.386030819,Over_Performing,1.878151483,"{'Research_Investment': 0.760850688241366, 'Health_Infrastructure': 0.0, 'Governance': 0.06458526252460838}",Respiratory infections and tuberculosis,-0.049380827,0.589071781,0.351677263,Over_Performing,Research_Investment
AUS,117,2133476.506,56054.07378,20,0.033027636,0.000440208,0.027738265,0.000404992,0.033027636,0.453455287,0.00662067,0.539924043,Over_Performing,3.143115317,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,0.429459468,0.766651687,0.392703798,Over_Performing,Unknown
AUT,9,1077450.456,1302.545771,0.767473337,0.000767473,0.000222314,0.002133713,0.00020453,0.000767473,0.687027703,0.065855872,0.247116425,As_Expected,0.102227472,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Respiratory infections and tuberculosis,-0.113154413,0.590630277,0.594983444,As_Expected,Unknown
