ISO3,Disease,YEAR,Total_Participants,Total_Studies
AUT,Chronic kidney disease,2018.0,52.493764794,2
AUT,Chronic kidney disease,2021.0,204.0,2
AUT,Chronic kidney disease,2022.0,444.0,1
AUT,Chronic kidney disease,2024.0,1576.0,1
AUT,Chronic obstructive pulmonary disease,2015.0,220.0,2
AUT,Chronic obstructive pulmonary disease,2017.0,0.624292145,1
AUT,Chronic obstructive pulmonary disease,2021.0,209.0,1
AUT,Chronic respiratory diseases,2002.0,24.0,1
AUT,Chronic respiratory diseases,2004.0,10.82225638,1
AUT,Chronic respiratory diseases,2006.0,133.0,1
AUT,Chronic respiratory diseases,2012.0,35.57897391,2
AUT,Chronic respiratory diseases,2015.0,220.0,2
AUT,Chronic respiratory diseases,2017.0,77.624292145,2
AUT,Chronic respiratory diseases,2018.0,1.118527649,1
AUT,Chronic respiratory diseases,2020.0,195.0,2
AUT,Chronic respiratory diseases,2021.0,1177.0,3
AUT,Chronic respiratory diseases,2022.0,292.599632118,4
AUT,Chronic respiratory diseases,2024.0,54.699466720000004,2
AUT,Cirrhosis and other chronic liver diseases,2003.0,116.481055938,2
AUT,Cirrhosis and other chronic liver diseases,2011.0,26.0,1
AUT,Cirrhosis and other chronic liver diseases,2012.0,13.02783401,1
AUT,Cirrhosis and other chronic liver diseases,2016.0,106.0,2
AUT,Cirrhosis and other chronic liver diseases,2020.0,11289.0,1
AUT,Cirrhosis and other chronic liver diseases,2021.0,62.0,1
AUT,Colon and rectum cancer,2014.0,143.0,1
AUT,Colon and rectum cancer,2015.0,0.763123922,1
AUT,Colon and rectum cancer,2024.0,14.0,1
AUT,Depressive disorders,2015.0,60.0,1
AUT,Depressive disorders,2017.0,60.0,1
AUT,Depressive disorders,2018.0,288.0,1
AUT,Depressive disorders,2020.0,130.908254474,2
AUT,Depressive disorders,2022.0,60.0,1
AUT,Depressive disorders,2023.0,178.0,1
AUT,Depressive disorders,2024.0,56.08430607,1
AUT,Dermatitis,2003.0,150.0,1
AUT,Dermatitis,2023.0,78.0,1
AUT,Diabetes and kidney diseases,2003.0,20.0,1
AUT,Diabetes and kidney diseases,2005.0,9.55324589,1
AUT,Diabetes and kidney diseases,2006.0,1.744816544,1
AUT,Diabetes and kidney diseases,2007.0,5.331934514,1
AUT,Diabetes and kidney diseases,2010.0,486.0,3
AUT,Diabetes and kidney diseases,2013.0,202.321863725,3
AUT,Diabetes and kidney diseases,2014.0,1.680623391,1
AUT,Diabetes and kidney diseases,2015.0,68.0,1
AUT,Diabetes and kidney diseases,2016.0,395.42534161,3
AUT,Diabetes and kidney diseases,2018.0,52.493764794,2
AUT,Diabetes and kidney diseases,2021.0,225.71995519,3
AUT,Diabetes and kidney diseases,2022.0,707.0,2
AUT,Diabetes and kidney diseases,2023.0,87.323026552,2
AUT,Diabetes and kidney diseases,2024.0,1576.0,1
AUT,Diabetes mellitus,2007.0,5.331934514,1
AUT,Diabetes mellitus,2010.0,180.0,2
AUT,Diabetes mellitus,2013.0,0.82320736,1
AUT,Diabetes mellitus,2014.0,3.361246782,1
AUT,Diabetes mellitus,2016.0,437.42534161,3
AUT,Diabetes mellitus,2021.0,21.71995519,1
AUT,Diabetes mellitus,2022.0,263.0,1
AUT,Diabetes mellitus,2023.0,87.323026552,2
AUT,Dietary iron deficiency,2014.0,0.622454934,1
AUT,Dietary iron deficiency,2020.0,352.0,2
AUT,Dietary iron deficiency,2021.0,142.0,1
AUT,Dietary iron deficiency,2023.0,20.0,1
AUT,Digestive diseases,2001.0,167.0,1
AUT,Digestive diseases,2002.0,57.65538927,1
AUT,Digestive diseases,2003.0,116.481055938,2
AUT,Digestive diseases,2007.0,12.20037152,1
AUT,Digestive diseases,2010.0,41.47017239,2
AUT,Digestive diseases,2011.0,26.0,1
AUT,Digestive diseases,2012.0,13.02783401,1
AUT,Digestive diseases,2014.0,3.059148958,1
AUT,Digestive diseases,2016.0,106.0,2
AUT,Digestive diseases,2018.0,52.629748211,2
AUT,Digestive diseases,2020.0,11289.0,1
AUT,Digestive diseases,2021.0,62.0,1
AUT,Drug use disorders,2009.0,416.0,1
AUT,Drug use disorders,2010.0,2148.0,1
AUT,Drug use disorders,2011.0,342.0,1
AUT,Drug use disorders,2012.0,234.0,1
AUT,Eating disorders,2016.0,404.0,1
AUT,Eating disorders,2018.0,288.0,1
AUT,Eating disorders,2021.0,204.0,1
AUT,Fungal skin diseases,2007.0,9.659389026,1
AUT,Gallbladder and biliary tract cancer,2004.0,51.0,1
AUT,HIV/AIDS,2010.0,2.688997425,1
AUT,HIV/AIDS,2012.0,0.543620321,1
AUT,HIV/AIDS,2018.0,0.379500153,1
AUT,HIV/AIDS,2022.0,0.663385711,1
AUT,HIV/AIDS and sexually transmitted infections,2007.0,12.20037152,1
AUT,HIV/AIDS and sexually transmitted infections,2010.0,2.688997425,1
AUT,HIV/AIDS and sexually transmitted infections,2012.0,0.543620321,1
AUT,HIV/AIDS and sexually transmitted infections,2018.0,0.379500153,1
AUT,HIV/AIDS and sexually transmitted infections,2022.0,0.663385711,1
AUT,Headache disorders,2024.0,13.359137394,1
AUT,Hodgkin lymphoma,2024.0,8.681184386,1
AUT,Idiopathic developmental intellectual disability,2019.0,38.0,1
AUT,Idiopathic developmental intellectual disability,2020.0,47.0,1
AUT,Idiopathic developmental intellectual disability,2021.0,0.770534345,1
AUT,Idiopathic developmental intellectual disability,2023.0,48.0,1
AUT,Inflammatory bowel disease,2010.0,11.47017239,1
AUT,Inflammatory bowel disease,2018.0,2.629748211,1
AUT,Ischemic heart disease,2002.0,28.154325104999998,2
AUT,Ischemic heart disease,2003.0,116.481055938,2
AUT,Ischemic heart disease,2016.0,58.425341610000004,2
AUT,Ischemic heart disease,2018.0,216.0,1
AUT,Ischemic heart disease,2020.0,11289.0,1
AUT,Ischemic heart disease,2021.0,62.0,1
AUT,Leukemia,2014.0,10.002144554000001,2
AUT,Liver cancer,2003.0,83.0,1
AUT,Liver cancer,2004.0,51.0,1
AUT,Low back pain,2015.0,12.15727365,1
AUT,Low back pain,2023.0,35.0,1
AUT,Lower extremity peripheral arterial disease,2005.0,14.0,1
AUT,Lower extremity peripheral arterial disease,2009.0,8.630947005,1
AUT,Lower extremity peripheral arterial disease,2017.0,0.69458121,1
AUT,Lower respiratory infections,2007.0,5.24667239,1
AUT,Lower respiratory infections,2021.0,968.0,2
AUT,Lower respiratory infections,2022.0,241.599632118,3
AUT,Lower respiratory infections,2024.0,54.699466720000004,2
AUT,Malignant skin melanoma,2022.0,0.289716544,1
AUT,Maternal and neonatal disorders,2004.0,442.0,1
AUT,Maternal and neonatal disorders,2007.0,89.20037152,2
AUT,Maternal and neonatal disorders,2009.0,8.630947005,1
AUT,Maternal and neonatal disorders,2010.0,1380.0,2
AUT,Maternal and neonatal disorders,2011.0,791.0,2
AUT,Maternal and neonatal disorders,2013.0,0.82320736,1
AUT,Maternal and neonatal disorders,2014.0,8.458743413,1
AUT,Maternal and neonatal disorders,2015.0,60.0,1
AUT,Maternal and neonatal disorders,2016.0,224.0,2
AUT,Maternal and neonatal disorders,2018.0,141.493764794,2
AUT,Maternal and neonatal disorders,2019.0,935.96833627,4
AUT,Maternal and neonatal disorders,2020.0,406.0,2
AUT,Maternal and neonatal disorders,2021.0,968.815176169,3
AUT,Maternal and neonatal disorders,2022.0,618.599632118,5
AUT,Maternal and neonatal disorders,2024.0,269.69946672,4
AUT,Maternal disorders,2004.0,884.0,1
AUT,Maternal disorders,2007.0,12.20037152,1
AUT,Maternal disorders,2010.0,2148.0,1
AUT,Maternal disorders,2011.0,1582.0,2
AUT,Maternal disorders,2019.0,1177.6431802,1
AUT,Maternal disorders,2020.0,176.0,1
AUT,Maternal disorders,2021.0,969.630352338,3
AUT,Maternal disorders,2022.0,595.599632118,4
AUT,Maternal disorders,2024.0,54.699466720000004,2
AUT,Mental disorders,2006.0,38.0,1
AUT,Mental disorders,2007.0,80.0,1
AUT,Mental disorders,2010.0,14.61043115,1
AUT,Mental disorders,2011.0,4.824645329,1
AUT,Mental disorders,2012.0,5.449581186,1
AUT,Mental disorders,2013.0,21.82320736,2
AUT,Mental disorders,2015.0,61.8685738,3
AUT,Mental disorders,2016.0,484.0,2
AUT,Mental disorders,2017.0,30.0,1
AUT,Mental disorders,2018.0,144.0,1
AUT,Mental disorders,2019.0,38.0,1
AUT,Mental disorders,2020.0,518.454127237,5
AUT,Mental disorders,2021.0,239.429781127,5
AUT,Mental disorders,2022.0,676.0,4
AUT,Mental disorders,2023.0,436.57641898099996,4
AUT,Mental disorders,2024.0,18.69476869,1
AUT,Multiple myeloma,2014.0,0.622454934,1
AUT,Multiple sclerosis,2024.0,132.0,1
AUT,Musculoskeletal disorders,2000.0,4.236228768,1
AUT,Musculoskeletal disorders,2002.0,164.154325105,3
AUT,Musculoskeletal disorders,2004.0,166.0,1
AUT,Musculoskeletal disorders,2005.0,125.866294344,2
AUT,Musculoskeletal disorders,2009.0,247.0,1
AUT,Musculoskeletal disorders,2013.0,90.0,2
AUT,Musculoskeletal disorders,2015.0,12.15727365,1
AUT,Musculoskeletal disorders,2018.0,54.0,1
AUT,Musculoskeletal disorders,2020.0,20.0,1
AUT,Musculoskeletal disorders,2021.0,874.431286983,6
AUT,Musculoskeletal disorders,2023.0,69.0,2
AUT,Musculoskeletal disorders,2024.0,50.0,1
AUT,Neck pain,2023.0,35.0,1
AUT,Neglected tropical diseases and malaria,2013.0,38.0,1
AUT,Neonatal disorders,2007.0,154.0,1
AUT,Neonatal disorders,2009.0,17.26189401,1
AUT,Neonatal disorders,2010.0,612.0,1
AUT,Neonatal disorders,2013.0,1.64641472,1
AUT,Neonatal disorders,2014.0,16.917486826,1
AUT,Neonatal disorders,2015.0,120.0,1
AUT,Neonatal disorders,2016.0,448.0,2
AUT,Neonatal disorders,2018.0,282.98752958800003,2
AUT,Neonatal disorders,2019.0,1294.26182861,4
AUT,Neonatal disorders,2020.0,460.0,1
AUT,Neonatal disorders,2021.0,2140.0,2
AUT,Neonatal disorders,2022.0,883.199264236,4
AUT,Neonatal disorders,2024.0,539.39893344,4
AUT,Neoplasms,2001.0,167.0,1
AUT,Neoplasms,2003.0,196.0,3
AUT,Neoplasms,2004.0,145.00857701,3
AUT,Neoplasms,2006.0,6.978942985,1
AUT,Neoplasms,2007.0,12.20037152,1
AUT,Neoplasms,2008.0,312.0,2
AUT,Neoplasms,2009.0,17.52634565,1
AUT,Neoplasms,2010.0,14.61043115,1
AUT,Neoplasms,2012.0,397.39529051,2
AUT,Neoplasms,2013.0,3931.0,2
AUT,Neoplasms,2014.0,151.371448702,4
AUT,Neoplasms,2015.0,384.763123922,3
AUT,Neoplasms,2016.0,777.0,2
AUT,Neoplasms,2019.0,27.0,1
AUT,Neoplasms,2021.0,241.22547479,3
AUT,Neoplasms,2022.0,342.289716544,2
AUT,Neoplasms,2023.0,43.0,1
AUT,Neoplasms,2024.0,240.261568576,4
AUT,Neurological disorders,2006.0,40.0,1
AUT,Neurological disorders,2007.0,40.0,1
AUT,Neurological disorders,2011.0,0.97755874,1
AUT,Neurological disorders,2012.0,20.0,1
AUT,Neurological disorders,2013.0,90.0,2
AUT,Neurological disorders,2015.0,276.0,1
AUT,Neurological disorders,2016.0,192.0,2
AUT,Neurological disorders,2018.0,74.0,2
AUT,Neurological disorders,2019.0,38.0,1
AUT,Neurological disorders,2020.0,493.0,4
AUT,Neurological disorders,2021.0,85.770534345,2
AUT,Neurological disorders,2022.0,440.0,5
AUT,Neurological disorders,2023.0,48.0,1
AUT,Neurological disorders,2024.0,384.921781007,6
AUT,Non-Hodgkin lymphoma,2008.0,386.0,1
AUT,Non-Hodgkin lymphoma,2010.0,29.2208623,1
AUT,Non-Hodgkin lymphoma,2014.0,1.244909868,1
AUT,Non-Hodgkin lymphoma,2019.0,54.0,1
AUT,Non-melanoma skin cancer,2003.0,75.0,1
AUT,Non-melanoma skin cancer,2019.0,27.0,1
AUT,Nutritional deficiencies,2009.0,200.0,1
AUT,Nutritional deficiencies,2010.0,30.0,1
AUT,Nutritional deficiencies,2011.0,25.0,1
AUT,Nutritional deficiencies,2013.0,160.0,1
AUT,Nutritional deficiencies,2014.0,0.622454934,1
AUT,Nutritional deficiencies,2016.0,604.0,2
AUT,Nutritional deficiencies,2019.0,200.0,1
AUT,Nutritional deficiencies,2020.0,402.0,3
AUT,Nutritional deficiencies,2021.0,304.0,3
AUT,Nutritional deficiencies,2022.0,377.0,2
AUT,Nutritional deficiencies,2023.0,20.0,1
AUT,Nutritional deficiencies,2024.0,200.0,1
AUT,Osteoarthritis,2020.0,40.0,1
AUT,Osteoarthritis,2021.0,50.0,1
AUT,Other cardiovascular and circulatory diseases,2002.0,4.154325105,1
AUT,Other cardiovascular and circulatory diseases,2003.0,88.0,1
AUT,Other cardiovascular and circulatory diseases,2009.0,8.630947005,1
AUT,Other cardiovascular and circulatory diseases,2010.0,306.0,1
AUT,Other cardiovascular and circulatory diseases,2011.0,0.97755874,1
AUT,Other cardiovascular and circulatory diseases,2018.0,50.0,1
AUT,Other cardiovascular and circulatory diseases,2020.0,260.0,1
AUT,Other chronic respiratory diseases,2002.0,24.0,1
AUT,Other chronic respiratory diseases,2004.0,10.82225638,1
AUT,Other chronic respiratory diseases,2017.0,77.0,1
AUT,Other chronic respiratory diseases,2020.0,195.0,2
AUT,Other chronic respiratory diseases,2022.0,51.0,1
AUT,Other digestive diseases,2007.0,12.20037152,1
AUT,Other digestive diseases,2010.0,41.47017239,2
AUT,Other digestive diseases,2018.0,52.629748211,2
AUT,Other malignant neoplasms,2003.0,83.0,1
AUT,Other mental disorders,2006.0,38.0,1
AUT,Other mental disorders,2007.0,80.0,1
AUT,Other mental disorders,2010.0,14.61043115,1
AUT,Other mental disorders,2012.0,5.449581186,1
AUT,Other mental disorders,2013.0,21.82320736,2
AUT,Other mental disorders,2015.0,61.8685738,3
AUT,Other mental disorders,2016.0,80.0,1
AUT,Other mental disorders,2017.0,30.0,1
AUT,Other mental disorders,2018.0,144.0,1
AUT,Other mental disorders,2019.0,38.0,1
AUT,Other mental disorders,2020.0,518.454127237,5
AUT,Other mental disorders,2021.0,3.429781127,2
AUT,Other mental disorders,2022.0,513.0,2
AUT,Other mental disorders,2023.0,436.0,3
AUT,Other musculoskeletal disorders,2000.0,4.236228768,1
AUT,Other musculoskeletal disorders,2002.0,164.154325105,3
AUT,Other musculoskeletal disorders,2004.0,166.0,1
AUT,Other musculoskeletal disorders,2005.0,120.0,1
AUT,Other musculoskeletal disorders,2009.0,247.0,1
AUT,Other musculoskeletal disorders,2013.0,90.0,2
AUT,Other musculoskeletal disorders,2018.0,54.0,1
AUT,Other musculoskeletal disorders,2021.0,849.431286983,5
AUT,Other musculoskeletal disorders,2023.0,34.0,1
AUT,Other musculoskeletal disorders,2024.0,50.0,1
AUT,Other neglected tropical diseases,2013.0,38.0,1
AUT,Other neoplasms,2001.0,334.0,1
AUT,Other neoplasms,2003.0,392.0,3
AUT,Other neoplasms,2004.0,290.01715402,3
AUT,Other neoplasms,2006.0,13.95788597,1
AUT,Other neoplasms,2007.0,24.40074304,1
AUT,Other neoplasms,2008.0,238.0,1
AUT,Other neoplasms,2010.0,29.2208623,1
AUT,Other neoplasms,2012.0,26.05566802,1
AUT,Other neoplasms,2014.0,435.11829791599996,2
AUT,Other neoplasms,2015.0,409.526247844,2
AUT,Other neoplasms,2016.0,1554.0,2
AUT,Other neoplasms,2019.0,54.0,1
AUT,Other neoplasms,2021.0,20.45094958,1
AUT,Other neoplasms,2024.0,442.0,2
AUT,Other neurological disorders,2006.0,40.0,1
AUT,Other neurological disorders,2007.0,40.0,1
AUT,Other neurological disorders,2011.0,0.97755874,1
AUT,Other neurological disorders,2012.0,20.0,1
AUT,Other neurological disorders,2013.0,90.0,2
AUT,Other neurological disorders,2015.0,276.0,1
AUT,Other neurological disorders,2016.0,192.0,2
AUT,Other neurological disorders,2018.0,74.0,2
AUT,Other neurological disorders,2019.0,38.0,1
AUT,Other neurological disorders,2020.0,493.0,4
AUT,Other neurological disorders,2021.0,85.770534345,2
AUT,Other neurological disorders,2022.0,440.0,5
AUT,Other neurological disorders,2023.0,48.0,1
AUT,Other neurological disorders,2024.0,364.69476869,4
AUT,Other nutritional deficiencies,2009.0,200.0,1
AUT,Other nutritional deficiencies,2010.0,30.0,1
AUT,Other nutritional deficiencies,2011.0,25.0,1
AUT,Other nutritional deficiencies,2016.0,200.0,1
AUT,Other nutritional deficiencies,2019.0,200.0,1
AUT,Other nutritional deficiencies,2020.0,50.0,1
AUT,Other nutritional deficiencies,2021.0,162.0,2
AUT,Other nutritional deficiencies,2022.0,377.0,2
AUT,Other nutritional deficiencies,2024.0,200.0,1
AUT,Other sense organ diseases,2021.0,898.0,2
AUT,Other sense organ diseases,2022.0,51.0,1
AUT,Other skin and subcutaneous diseases,2020.0,30.0,1
AUT,Ovarian cancer,2016.0,550.0,1
AUT,Pancreatic cancer,2003.0,121.0,2
AUT,Pancreatic cancer,2014.0,3.059148958,1
AUT,Parkinson's disease,2019.0,38.0,1
AUT,Parkinson's disease,2020.0,47.0,1
AUT,Parkinson's disease,2021.0,0.770534345,1
AUT,Parkinson's disease,2023.0,48.0,1
AUT,Prostate cancer,2010.0,14.61043115,1
AUT,Protein-energy malnutrition,2013.0,160.0,1
AUT,Protein-energy malnutrition,2016.0,404.0,1
AUT,Pruritus,2023.0,39.0,1
AUT,Psoriasis,2021.0,818.0,1
AUT,Psoriasis,2023.0,39.0,1
AUT,Respiratory infections and tuberculosis,2007.0,5.24667239,1
AUT,Respiratory infections and tuberculosis,2016.0,33.0,1
AUT,Respiratory infections and tuberculosis,2021.0,968.0,2
AUT,Respiratory infections and tuberculosis,2022.0,241.599632118,3
AUT,Respiratory infections and tuberculosis,2024.0,54.699466720000004,2
AUT,Rheumatoid arthritis,2005.0,5.866294344,1
AUT,Scabies,2022.0,55.0,1
AUT,Schizophrenia,2015.0,31.8685738,2
AUT,Schizophrenia,2016.0,80.0,1
AUT,Sense organ diseases,2005.0,326.0,3
AUT,Sense organ diseases,2020.0,84.025778047,2
AUT,Sense organ diseases,2021.0,1018.0,3
AUT,Sense organ diseases,2022.0,191.0,2
AUT,Sense organ diseases,2024.0,130.0,1
AUT,Sexually transmitted infections excluding HIV,2007.0,24.40074304,1
AUT,Skin and subcutaneous diseases,2003.0,158.0,2
AUT,Skin and subcutaneous diseases,2007.0,21.859760545999997,2
AUT,Skin and subcutaneous diseases,2012.0,20.0,1
AUT,Skin and subcutaneous diseases,2020.0,30.0,1
AUT,Skin and subcutaneous diseases,2021.0,818.0,1
AUT,Skin and subcutaneous diseases,2022.0,55.0,1
AUT,Skin and subcutaneous diseases,2023.0,39.0,1
AUT,Skin and subcutaneous diseases,2024.0,14.0,1
AUT,Stomach cancer,2001.0,167.0,1
AUT,Stroke,2013.0,2.42013122,1
AUT,Stroke,2015.0,144.0,1
AUT,Stroke,2016.0,32.85068322,1
AUT,Stroke,2018.0,434.237055298,2
AUT,Stroke,2021.0,124.0,1
AUT,Substance use disorders,2009.0,208.0,1
AUT,Substance use disorders,2010.0,1074.0,1
AUT,Substance use disorders,2011.0,114.0,1
AUT,Substance use disorders,2012.0,117.0,1
AUT,Substance use disorders,2021.0,509.0,1
AUT,"Tracheal, bronchus, and lung cancer",2003.0,83.0,1
AUT,"Tracheal, bronchus, and lung cancer",2004.0,51.0,1
AUT,"Tracheal, bronchus, and lung cancer",2015.0,204.0,1
AUT,"Tracheal, bronchus, and lung cancer",2016.0,227.0,1
AUT,Upper digestive system diseases,2001.0,334.0,1
AUT,Upper digestive system diseases,2002.0,115.31077854,1
AUT,Upper respiratory infections,2016.0,33.0,1
AUT,Upper respiratory infections,2021.0,968.0,2
AUT,Upper respiratory infections,2022.0,241.599632118,3
AUT,Upper respiratory infections,2024.0,54.699466720000004,2
AUT,Viral skin diseases,2003.0,83.0,1
AUT,Viral skin diseases,2007.0,12.20037152,1
BDI,Anxiety disorders,2014.0,329.0,1
BDI,Anxiety disorders,2022.0,23.27826097,1
BDI,Chronic respiratory diseases,2021.0,2620.0,1
BDI,Depressive disorders,2014.0,987.0,1
BDI,HIV/AIDS,2016.0,83.0,1
BDI,HIV/AIDS and sexually transmitted infections,2016.0,83.0,1
BDI,Lower respiratory infections,2021.0,2620.0,1
BDI,Maternal and neonatal disorders,2021.0,2620.0,1
BDI,Maternal disorders,2021.0,2620.0,1
BDI,Mental disorders,2014.0,329.0,1
BDI,Mental disorders,2022.0,23.27826097,1
BDI,Neonatal disorders,2021.0,5240.0,1
BDI,Neurological disorders,2014.0,329.0,1
BDI,Nutritional deficiencies,2016.0,648.0,1
BDI,Nutritional deficiencies,2018.0,355.0,1
BDI,Nutritional deficiencies,2020.0,648.0,1
BDI,Nutritional deficiencies,2021.0,2620.0,1
BDI,Other mental disorders,2014.0,329.0,1
BDI,Other neurological disorders,2014.0,329.0,1
BDI,Protein-energy malnutrition,2016.0,648.0,1
BDI,Protein-energy malnutrition,2018.0,355.0,1
BDI,Protein-energy malnutrition,2020.0,648.0,1
BDI,Protein-energy malnutrition,2021.0,2620.0,1
BDI,Respiratory infections and tuberculosis,2021.0,2620.0,1
BDI,Upper respiratory infections,2021.0,2620.0,1
BEL,Age-related and other hearing loss,2016.0,12.0,1
BEL,Alcohol use disorders,2022.0,50.0,1
BEL,Alzheimer's disease and other dementias,2011.0,179.0,1
BEL,Alzheimer's disease and other dementias,2013.0,4.667813475,1
BEL,Alzheimer's disease and other dementias,2019.0,65.0,1
BEL,Alzheimer's disease and other dementias,2020.0,4.328635454,1
BEL,Alzheimer's disease and other dementias,2021.0,6.674590517,1
BEL,Alzheimer's disease and other dementias,2023.0,117.0,1
BEL,Alzheimer's disease and other dementias,2024.0,741.0,1
BEL,Anxiety disorders,2002.0,146.0,1
BEL,Anxiety disorders,2007.0,165.0,1
BEL,Anxiety disorders,2013.0,82.0,1
BEL,Anxiety disorders,2014.0,256.0,1
BEL,Anxiety disorders,2015.0,246.0,2
BEL,Anxiety disorders,2020.0,100.0,1
BEL,Anxiety disorders,2022.0,100.0,1
BEL,Appendicitis,2010.0,14.76245979,1
BEL,Appendicitis,2015.0,14.28498771,1
BEL,Appendicitis,2016.0,20.0,1
BEL,Appendicitis,2018.0,3.384565718,1
BEL,Asthma,2006.0,30.0,1
BEL,Asthma,2007.0,41.855339834,2
BEL,Asthma,2008.0,201.0,1
BEL,Asthma,2009.0,908.0,1
BEL,Asthma,2015.0,120.0,1
BEL,Asthma,2018.0,210.0,1
BEL,Atrial fibrillation and flutter,2013.0,384.523818589,3
BEL,Atrial fibrillation and flutter,2023.0,200.0,1
BEL,Attention-deficit/hyperactivity disorder,2017.0,144.0,1
BEL,Attention-deficit/hyperactivity disorder,2022.0,35.25447547,1
BEL,Autism spectrum disorders,2011.0,29.77044595,1
BEL,Autism spectrum disorders,2020.0,82.50098236,3
BEL,Autism spectrum disorders,2022.0,38.0,1
BEL,Autism spectrum disorders,2023.0,77.0,1
BEL,Autism spectrum disorders,2024.0,79.0,1
BEL,Bipolar disorder,2011.0,6.209464888,1
BEL,Bladder cancer,2021.0,108.0,1
BEL,Bladder cancer,2023.0,99.0,1
BEL,Blindness and vision loss,2012.0,42.8578742,1
BEL,Blindness and vision loss,2017.0,530.0,1
BEL,Blindness and vision loss,2019.0,52.0,1
BEL,Blindness and vision loss,2020.0,10.362596926,1
BEL,Blindness and vision loss,2021.0,320.0,1
BEL,Brain and central nervous system cancer,2006.0,20.0,1
BEL,Brain and central nervous system cancer,2007.0,33.87581461,1
BEL,Breast cancer,2002.0,254.623629984,2
BEL,Breast cancer,2007.0,220.4897812,1
BEL,Breast cancer,2011.0,160.0,1
BEL,Breast cancer,2012.0,9.465542767,1
BEL,Breast cancer,2015.0,260.0,1
BEL,Breast cancer,2017.0,62.17371114,1
BEL,Breast cancer,2018.0,20.0,1
BEL,Breast cancer,2019.0,3362.0,2
BEL,Breast cancer,2020.0,128.0,1
BEL,Breast cancer,2022.0,194.0,1
BEL,Breast cancer,2023.0,596.0,2
BEL,Cardiovascular diseases,2000.0,35.19489725,1
BEL,Cardiovascular diseases,2002.0,114.858217574,2
BEL,Cardiovascular diseases,2003.0,845.68376969,2
BEL,Cardiovascular diseases,2004.0,20.45190682,1
BEL,Cardiovascular diseases,2006.0,251.5700051,1
BEL,Cardiovascular diseases,2007.0,20.119193772,2
BEL,Cardiovascular diseases,2008.0,19.7497229,1
BEL,Cardiovascular diseases,2009.0,258.46134102999997,3
BEL,Cardiovascular diseases,2010.0,680.4810504,4
BEL,Cardiovascular diseases,2011.0,71.83799675,1
BEL,Cardiovascular diseases,2012.0,328.0,3
BEL,Cardiovascular diseases,2013.0,613.523818589,5
BEL,Cardiovascular diseases,2014.0,427.43733189,3
BEL,Cardiovascular diseases,2015.0,219.0,2
BEL,Cardiovascular diseases,2016.0,6.213502542,1
BEL,Cardiovascular diseases,2017.0,208.44012124,3
BEL,Cardiovascular diseases,2018.0,180.0,1
BEL,Cardiovascular diseases,2019.0,98.0,2
BEL,Cardiovascular diseases,2020.0,2593.0,3
BEL,Cardiovascular diseases,2021.0,160.0,1
BEL,Cardiovascular diseases,2022.0,137.73658548,3
BEL,Cardiovascular diseases,2023.0,236.65866228,3
BEL,Chronic kidney disease,2004.0,15.75245085,1
BEL,Chronic kidney disease,2006.0,35.95591592,1
BEL,Chronic kidney disease,2009.0,9.66596619,1
BEL,Chronic kidney disease,2010.0,10.122872126,1
BEL,Chronic kidney disease,2013.0,4640.0,1
BEL,Chronic kidney disease,2015.0,74.03744208,2
BEL,Chronic kidney disease,2016.0,310.48999682,4
BEL,Chronic kidney disease,2024.0,9.781818282,1
BEL,Chronic obstructive pulmonary disease,2004.0,519.0,1
BEL,Chronic obstructive pulmonary disease,2008.0,19.6870143,1
BEL,Chronic obstructive pulmonary disease,2010.0,398.0,1
BEL,Chronic obstructive pulmonary disease,2011.0,83.0,1
BEL,Chronic obstructive pulmonary disease,2012.0,182.0,1
BEL,Chronic obstructive pulmonary disease,2014.0,1468.0,2
BEL,Chronic obstructive pulmonary disease,2015.0,120.774067343,2
BEL,Chronic obstructive pulmonary disease,2016.0,842.0,2
BEL,Chronic obstructive pulmonary disease,2017.0,378.0,1
BEL,Chronic obstructive pulmonary disease,2018.0,30.0,1
BEL,Chronic obstructive pulmonary disease,2019.0,15.29533298,1
BEL,Chronic obstructive pulmonary disease,2020.0,35.0,1
BEL,Chronic respiratory diseases,2003.0,50.0,1
BEL,Chronic respiratory diseases,2004.0,519.0,1
BEL,Chronic respiratory diseases,2006.0,330.0,2
BEL,Chronic respiratory diseases,2007.0,59.855339834,3
BEL,Chronic respiratory diseases,2008.0,235.6870143,3
BEL,Chronic respiratory diseases,2009.0,1536.7458775999999,3
BEL,Chronic respiratory diseases,2010.0,398.0,1
BEL,Chronic respiratory diseases,2011.0,83.0,1
BEL,Chronic respiratory diseases,2012.0,182.0,1
BEL,Chronic respiratory diseases,2014.0,1518.0,3
BEL,Chronic respiratory diseases,2015.0,160.774067343,3
BEL,Chronic respiratory diseases,2016.0,842.0,2
BEL,Chronic respiratory diseases,2017.0,378.0,1
BEL,Chronic respiratory diseases,2018.0,263.0,3
BEL,Chronic respiratory diseases,2019.0,692.29533298,3
BEL,Chronic respiratory diseases,2020.0,599.0,3
BEL,Chronic respiratory diseases,2021.0,380.107800354,4
BEL,Chronic respiratory diseases,2022.0,164.740557752,3
BEL,Chronic respiratory diseases,2023.0,482.740557752,2
BEL,Cirrhosis and other chronic liver diseases,2003.0,826.0,1
BEL,Cirrhosis and other chronic liver diseases,2006.0,17.97795796,1
BEL,Cirrhosis and other chronic liver diseases,2012.0,16.76721755,1
