PMID,TA,JID,Category
21761341,Horm Cancer,101518427,C
21760916,PLoS One,101285081,H
21760724,Int J Chron Obstruct Pulmon Dis,101273481,C
21761149,Int Orthop,7705431,H
21760722,Int J Chron Obstruct Pulmon Dis,101273481,C
21757823,Circ J,101137683,C
21757677,Stroke,235266,C
21757663,Stroke,235266,C
21757141,Kaohsiung J Med Sci,100960562,H
21756364,Respir Res,101090633,C
21756151,J Dermatolog Treat,8918133,C
21753188,Blood,7603509,H
21753869,Clin Interv Aging,101273480,I
21752951,Clin Vaccine Immunol,101252125,E
21752945,Clin Vaccine Immunol,101252125,E
21752280,BMC Health Serv Res,101088677,H
21752257,Trials,101263253,E
21752247,Trials,101263253,E
21751888,Diabetes Technol Ther,100889084,C
21751904,N Engl J Med,255562,H
21750558,Br J Cancer,370635,C
21750697,PLoS One,101285081,H
21750201,Clin Cancer Res,9502500,C
21749928,Osteoarthritis Cartilage,9305697,C
21749677,BMC Psychiatry,100968559,F
21749629,BJOG,100935741,C
21749020,Ethn Dis,9109034,M
21750006,Neuro Oncol,100887420,C
21747199,Circ J,101137683,C
21747089,J Clin Oncol,8309333,H
21747084,J Clin Oncol,8309333,H
21747002,Arch Intern Med,372440,H
21746992,Arch Ophthalmol,7706534,H
21746944,Antimicrob Agents Chemother,315061,E
21746799,J Fam Plann Reprod Health Care,101087687,H
21746979,Arch Ophthalmol,7706534,H
21745388,Trials,101263253,E
21745792,J Med Internet Res,100959882,H
21745357,BMC Musculoskelet Disord,100968565,C
21744967,Health Psychol,8211523,F
21742445,Drug Alcohol Depend,7513587,C
21742098,Am Heart J,370465,H
21741700,Lancet,2985213R,H
21741606,Am J Cardiol,207277,H
21741309,Lancet Oncol,100957246,C
21742090,Am Heart J,370465,H
21740612,J Int Neuropsychol Soc,9503760,C
21740600,BMC Musculoskelet Disord,100968565,C
21740578,BMC Pregnancy Childbirth,100967799,C
21740540,BMC Musculoskelet Disord,100968565,C
21741642,Gastrointest Endosc,10505,H
21740564,Health Qual Life Outcomes,101153626,I
21739168,J Neurooncol,8309335,C
21737787,Circ Res,47103,A
21737071,Fertil Steril,372772,C
21736730,BMC Musculoskelet Disord,100968565,C
21736720,Trials,101263253,E
21736700,Matern Child Nutr,101201025,G
21734640,Kidney Int,323470,A
21734063,Clin Vaccine Immunol,101252125,E
21734019,Am J Physiol Regul Integr Comp Physiol,100901230,H
21733822,Cancer Prev Res (Phila),101479409,C
21733508,Fertil Steril,372772,C
21733413,J Pharm Pharm Sci,9807281,J
21733297,Br J Nutr,372547,G
21733178,Trials,101263253,E
21733185,BMC Musculoskelet Disord,100968565,C
21733727,Int J Infect Dis,9610933,C
21733166,Trials,101263253,E
21733046,Trop Med Int Health,9610576,H
21733742,Oral Oncol,9709118,C
21732833,N Engl J Med,255562,H
21732835,N Engl J Med,255562,H
21732834,N Engl J Med,255562,H
21732418,Int J Geriatr Psychiatry,8710629,F
21732734,J Altern Complement Med,9508124,E
21732195,J Gen Intern Med,8605834,H
21733136,J Child Psychol Psychiatry,375361,H
21731145,Sleep,7809084,G
21730307,Circulation,147763,A
21730076,Clin Trials,101197451,H
21730080,Clin Trials,101197451,H
21730007,Vasc Med,9610930,C
21729881,Hum Mol Genet,9208958,H
21730079,Clin Trials,101197451,H
21729789,J Stroke Cerebrovasc Dis,9111633,C
21729475,Public Health Nutr,9808463,H
21730016,J Psychopharmacol,8907828,F
21729284,BMC Geriatr,100968548,H
21729265,BMC Fam Pract,100967792,H
21727696,Indian J Dermatol Venereol Leprol,7701852,C
21727276,Arch Pediatr Adolesc Med,9422751,H
21727728,Saudi J Gastroenterol,9516979,C
21726464,BMC Nephrol,100967793,C
21727288,Ann Intern Med,372351,H
21726440,Trials,101263253,E
21726411,Basic Clin Pharmacol Toxicol,101208422,H
21726445,BMC Public Health,100968562,N
21724796,Psychiatr Serv,9502838,N
21724699,J Rheumatol,7501984,C
21724564,BMJ,8900488,H
21724580,Cancer Prev Res (Phila),101479409,C
21723781,Lancet Oncol,100957246,C
21724195,J Thorac Cardiovasc Surg,376343,H
21723064,J Vasc Surg,8407742,E
21723072,J Vasc Surg,8407742,E
21723443,Fertil Steril,372772,C
21722270,Br J Health Psychol,9605409,F
21722894,Fertil Steril,372772,C
21722028,J Clin Child Adolesc Psychol,101133858,F
21721962,Am J Health Promot,8701680,I
21720421,Obesity (Silver Spring),101264860,C
21719618,Mayo Clin Proc,405543,H
21720440,Obesity (Silver Spring),101264860,C
21719412,J Med Internet Res,100959882,H
21719095,Lancet,2985213R,H
21719096,Lancet,2985213R,H
21718999,Fertil Steril,372772,C
21718484,Trials,101263253,E
21718520,Trials,101263253,E
21718522,Trials,101263253,E
21718474,BMC Infect Dis,100968551,C
21718512,BMC Public Health,100968562,N
21717449,Cancer,374236,C
21716593,Korean J Intern Med,8712418,H
21715575,Clin Vaccine Immunol,101252125,E
21717822,Altern Ther Health Med,9502013,E
21715514,Am J Clin Nutr,376027,G
21715512,Am J Clin Nutr,376027,G
21714999,Lancet,2985213R,H
21714879,Trials,101263253,E
21714883,Trials,101263253,E
21714641,N Engl J Med,255562,H
21713729,Acta Med Iran,14540050R,H
21712623,J Oral Sci,9808942,E
21713025,PLoS Negl Trop Dis,101291488,H
21712288,Eur J Heart Fail,100887595,C
21711525,BMC Neurol,100968555,C
21711215,AIDS Care,8915313,I
21712619,J Oral Sci,9808942,E
21711174,Nutr Cancer,7905040,G
21709199,J Clin Oncol,8309333,H
21709087,Antimicrob Agents Chemother,315061,E
21709083,Antimicrob Agents Chemother,315061,E
21708042,Trials,101263253,E
21708003,Orphanet J Rare Dis,101266602,C
21707983,Crit Care,9801902,E
21707127,Psychol Addict Behav,8802734,C
21705396,Acupunct Med,9304117,E
21705063,Lancet,2985213R,H
21705068,Lancet,2985213R,H
21704212,Fertil Steril,372772,C
21704360,J Allergy Clin Immunol,1275002,C
21704313,Fertil Steril,372772,C
21703824,Schizophr Res,8804207,F
21703806,J Vasc Surg,8407742,E
21703023,Implement Sci,101258411,H
21703676,Lancet,2985213R,H
21701239,Obes Facts,101469429,C
21701083,J Atheroscler Thromb,9506298,C
21700817,Clin J Am Soc Nephrol,101271570,H
21701528,Eye (Lond),8703986,H
21700651,BMJ,8900488,H
21700245,JACC Cardiovasc Interv,101467004,E
21700254,JACC Cardiovasc Interv,101467004,E
21699697,Malar J,101139802,C
21684391,Ann Emerg Med,8002646,H
21698168,PLoS One,101285081,H
21697250,J Clin Endocrinol Metab,375362,G
21696957,Breast,9213011,A
21696615,Trials,101263253,E
21696635,BMC Pregnancy Childbirth,100967799,C
21696614,Scand J Trauma Resusc Emerg Med,101477511,C
21696308,N Engl J Med,255562,H
21696245,AIDS Educ Prev,9002873,C
21696244,AIDS Educ Prev,9002873,C
21695161,PLoS Negl Trop Dis,101291488,H
21694621,J Clin Psychopharmacol,8109496,F
21694454,J Alzheimers Dis,9814863,C
21693655,Clin Cancer Res,9502500,C
21695210,PLoS One,101285081,H
21693627,Cancer Epidemiol Biomarkers Prev,9200608,C
21693045,BMC Pulm Med,100968563,C
21693027,Trials,101263253,E
21693007,Trials,101263253,E
21693182,Brain Behav Immun,8800478,F
21690592,Ann Intern Med,372351,H
21690475,J Clin Oncol,8309333,H
21690555,Blood,7603509,H
21690317,Nicotine Tob Res,9815751,J
21689916,Int J Drug Policy,9014759,C
21689773,Biol Blood Marrow Transplant,9600628,E
21689442,BMC Med Res Methodol,100968545,H
21689394,Trials,101263253,E
21689448,BMC Musculoskelet Disord,100968565,C
21689393,Trials,101263253,E
21689098,Health Serv Res,53006,H
21689371,J Thromb Haemost,101170508,C
21685236,Cancer Prev Res (Phila),101479409,C
21685374,Blood,7603509,H
21685346,J Learn Disabil,157312,C
21685187,Thorax,417353,A
21684489,J Physiother,101528691,E
21684490,J Physiother,101528691,E
21685340,Invest Ophthalmol Vis Sci,7703701,H
21684715,J Vasc Surg,8407742,E
21683993,Gynecol Oncol,365304,C
21683046,J Stud Alcohol Drugs,101295847,C
21683039,J Stud Alcohol Drugs,101295847,C
21682910,BMC Neurol,100968555,C
21682869,Trials,101263253,E
21682909,Trials,101263253,E
21682813,Psychiatry Clin Neurosci,9513551,F
21682864,BMC Cardiovasc Disord,100968539,C
21682578,Scand J Prim Health Care,8510679,N
21681921,Pediatr Blood Cancer,101186624,C
21681516,Arch Gynecol Obstet,8710213,H
21680932,Am J Public Health,1254074,H
21680723,Diabetes Care,7805975,C
21681118,J Thorac Oncol,101274235,C
21680702,Cancer Prev Res (Phila),101479409,C
21680622,BMJ,8900488,H
21680536,Cancer Epidemiol Biomarkers Prev,9200608,C
21680251,J Pain,100898657,C
21680092,Pain,7508686,C
21679476,Int J Behav Nutr Phys Act,101217089,I
21679463,BMC Psychiatry,100968559,F
21679171,Child Dev,372725,F
21679264,Am J Addict,9208821,C
21679446,BMC Med Educ,101088679,I
21679006,Drugs R D,100883647,H
21666159,J Infect Dis,413675,C
21678181,Psychol Health,8807983,I
21678032,Cancer Causes Control,9100846,C
21677649,Neuropsychopharmacology,8904907,F
21677070,J Clin Microbiol,7505564,H
21676993,Am J Psychiatry,370512,F
21676221,Trials,101263253,E
21676990,Am J Psychiatry,370512,F
21675876,J Womens Health (Larchmt),101159262,N
21672910,J Am Med Inform Assoc,9430800,L
21672495,J Clin Psychiatry,7801243,F
21672344,J Int Med Res,346411,H
21672339,J Int Med Res,346411,H
21672334,J Int Med Res,346411,H
21672267,Scand J Trauma Resusc Emerg Med,101477511,C
21672312,J Int Med Res,346411,H
21672252,BMC Pediatr,100967804,H
21672217,Trials,101263253,E
21672211,BMC Neurol,100968555,C
21672205,BMC Psychiatry,100968559,F
21672204,Trials,101263253,E
21672049,Transpl Int,8908516,E
21670542,Circ J,101137683,C
21670926,Braz J Infect Dis,9812937,C
21670398,Arch Neurol,372436,H
21670283,Proc Natl Acad Sci U S A,7505876,H
21669959,Nicotine Tob Res,9815751,J
21669958,Nicotine Tob Res,9815751,J
21669583,Asia Pac J Clin Nutr,9440304,G
21669557,Environ Health Perspect,330411,H
21669582,Asia Pac J Clin Nutr,9440304,G
21668961,BMC Musculoskelet Disord,100968565,C
21668683,Influenza Other Respir Viruses,101304007,C
21668681,Influenza Other Respir Viruses,101304007,C
21668442,Epilepsia,2983306R,C
21667366,Health Commun,8908762,N
21667009,J Rehabil Med,101088169,E
21666789,PLoS Negl Trop Dis,101291488,H
21666744,PLoS One,101285081,H
21663949,Lancet,2985213R,H
21663696,BMC Public Health,100968562,N
21663698,BMC Cancer,100967800,C
21663632,J Int AIDS Soc,101478566,C
21663617,Trials,101263253,E
21663486,Scand J Gastroenterol,60105,H
21660772,Behav Med,8804264,F
21660300,Int J Chron Obstruct Pulmon Dis,101273481,C
21658561,J Am Coll Cardiol,8301365,H
21658528,Behav Ther,1251640,F
21658314,Int J Immunopathol Pharmacol,8911335,H
21658349,J Clin Psychiatry,7801243,F
21658262,Trials,101263253,E
21654733,Neuropsychopharmacology,8904907,F
21654683,Br J Cancer,370635,C
21654719,Kidney Int,323470,A
21655065,J Korean Med Sci,8703518,H
21654257,Dis Colon Rectum,372764,H
21653904,Am J Public Health,1254074,H
21653575,J Nutr,404243,G
21652750,BMJ,8900488,H
21652683,Blood,7603509,H
21652616,Br J Anaesth,372541,H
21652026,Am J Ophthalmol,370500,H
21651819,BMC Geriatr,100968548,H
21652615,Br J Anaesth,372541,H
21651736,Influenza Other Respir Viruses,101304007,C
21651760,Trials,101263253,E
21651805,Trials,101263253,E
21649839,J Clin Hypertens (Greenwich),100888554,C
21651392,N Engl J Med,255562,H
21649633,J Am Geriatr Soc,7503062,H
21649623,J Am Geriatr Soc,7503062,H
21649862,Acta Physiol (Oxf),101262545,G
21646584,Arch Pediatr Adolesc Med,9422751,H
21646583,Arch Pediatr Adolesc Med,9422751,H
21646579,Arch Gen Psychiatry,372435,H
21646292,J Health Psychol,9703616,H
21645394,Trials,101263253,E
21645945,Aten Primaria,9111075,Z
21645332,Trials,101263253,E
21645330,Trials,101263253,E
21644184,Psychol Health Med,9604099,E
21641867,Lancet Oncol,100957246,C
21641636,Lancet,2985213R,H
21641117,Psychoneuroendocrinology,7612148,F
21641663,Psychiatry Res,7911385,F
21640779,Vaccine,8406899,D
21640057,Eur Arch Paediatr Dent,101277157,H
21640056,Health Technol Assess,9706284,N
21639941,BMC Complement Altern Med,101088661,E
21639940,BMC Public Health,100968562,N
21639938,BMC Public Health,100968562,N
21639927,Trials,101263253,E
21639923,Trials,101263253,E
21639636,J Fam Psychol,8802265,F
21639806,N Engl J Med,255562,H
21638103,Rheumatol Int,8206885,H
21636796,Diabetes Care,7805975,C
21636566,J Appl Physiol (1985),8502536,H
21636633,BMJ,8900488,H
21636546,Cancer Prev Res (Phila),101479409,C
21636241,J Vasc Surg,8407742,E
21635791,Trials,101263253,E
21634310,Mil Med,2984771R,H
21633600,World J Gastroenterol,100883448,C
21633770,Singapore Med J,404516,H
21635612,J Cardiovasc Electrophysiol,9010756,H
21633074,Am J Clin Nutr,376027,G
21633025,Am J Trop Med Hyg,370507,H
21633398,Obesity (Silver Spring),101264860,C
21632552,Cancer Res,2984705R,E
21632725,Psychiatr Serv,9502838,N
21632455,Oncologist,9607837,C
21632442,Perit Dial Int,8904033,N
21632666,BMJ,8900488,H
21632437,Health Educ Behav,9704962,I
21631932,Malar J,101139802,C
21631380,Rejuvenation Res,101213381,E
21631324,N Engl J Med,255562,H
21630047,Knee Surg Sports Traumatol Arthrosc,9314730,A
21629370,Sleep,7809084,G
21629021,J Nerv Ment Dis,375402,F
21628668,J Infect Dis,413675,C
21628598,Pers Soc Psychol Bull,7809042,F
21627384,Asian Pac J Cancer Prev,101130625,C
21627376,Asian Pac J Cancer Prev,101130625,C
21627358,Asian Pac J Cancer Prev,101130625,C
21627406,Gynecol Endocrinol,8807913,C
21624729,Soc Sci Med,8303205,F
21624142,BMC Cardiovasc Disord,100968539,C
21623982,J Sleep Res,9214441,G
21623467,J Nutr Health Aging,100893366,G
21623389,Asian J Androl,100942132,C
21623468,J Nutr Health Aging,100893366,G
21622676,Alcohol Alcohol,8310684,D
21622669,Eur Heart J,8006263,H
21623465,J Nutr Health Aging,100893366,G
21621227,J Thorac Cardiovasc Surg,376343,H
21620395,Fertil Steril,372772,C
21619748,Br J Gen Pract,9005323,H
21619701,BMC Pediatr,100967804,H
21619622,Implement Sci,101258411,H
21619618,BMC Musculoskelet Disord,100968565,C
21618513,Int J Cancer,42124,C
21617335,J Prev Med Public Health,101242972,N
21617102,Diabetes Care,7805975,C
21617091,Clin J Am Soc Nephrol,101271570,H
21617090,Clin J Am Soc Nephrol,101271570,H
21616970,Brain,372537,H
21616485,Fertil Steril,372772,C
21616115,Vaccine,8406899,D
21615934,BMC Public Health,100968562,N
21616014,Health Technol Assess,9706284,N
21615299,N Engl J Med,255562,H
21615866,Int Wound J,101230907,C
21613558,Am J Clin Nutr,376027,G
21613759,Neurol Med Chir (Tokyo),400775,H
21613553,Am J Clin Nutr,376027,G
21613384,Nephrol Dial Transplant,8706402,H
21612650,BMC Musculoskelet Disord,100968565,C
21612644,BMC Med Res Methodol,100968545,H
21612625,BMC Musculoskelet Disord,100968565,C
21612471,N Engl J Med,255562,H
21612611,Trials,101263253,E
21610860,PLoS Med,101231360,N
21610203,J Clin Pharmacol,366372,H
21610487,AIDS,8710219,C
21609797,J Vasc Surg,8407742,E
21609504,BMC Health Serv Res,101088677,H
21607703,Biol Trace Elem Res,7911509,D
21606949,Pharmacogenomics J,101083949,H
21606537,J Infect Dis,413675,C
21606568,J Alzheimers Dis,9814863,C
21606531,J Infect Dis,413675,C
21606305,AJR Am J Roentgenol,7708173,E
21605381,BMC Fam Pract,100967792,H
21605022,Exp Clin Transplant,101207333,E
21604065,Arch Sex Behav,1273516,F
21603629,PLoS One,101285081,H
21602759,Eur J Phys Rehabil Med,101465662,E
21602833,Asian J Androl,100942132,C
21601366,Psychoneuroendocrinology,7612148,F
21600550,Am J Obstet Gynecol,370476,H
21600053,Trials,101263253,E
21600062,BMC Pulm Med,100968563,C
21600005,Nutr J,101152213,G
21599941,BMC Musculoskelet Disord,100968565,C
21599990,BMC Public Health,100968562,N
21599896,Trials,101263253,E
21599945,Trials,101263253,E
21599894,BMC Psychiatry,100968559,F
21599901,Implement Sci,101258411,H
21598242,Cancer,374236,C
21597880,Atten Defic Hyperact Disord,101491944,F
21597242,Tohoku J Exp Med,417355,H
21597235,J Occup Health,9616320,H
21597204,Circ J,101137683,C
21596740,BMJ,8900488,H
21596735,BMJ,8900488,H
21596326,JACC Cardiovasc Interv,101467004,E
21596324,JACC Cardiovasc Interv,101467004,E
21595902,Trials,101263253,E
21595575,Pharm Biol,9812552,H
21595618,Kulak Burun Bogaz Ihtis Derg,100899230,C
21594900,J Trauma Stress,8809259,F
21593619,AIDS,8710219,C
21593499,Am J Clin Nutr,376027,G
21593490,Am J Clin Nutr,376027,G
21593290,Diabetes Care,7805975,C
21593096,BMJ,8900488,H
21593010,Gerontologist,375327,H
21592351,Int J Behav Nutr Phys Act,101217089,I
21592974,Nephrol Dial Transplant,8706402,H
21592347,Trials,101263253,E
21592388,BMC Public Health,100968562,N
21592324,BMC Geriatr,100968548,H
21592186,J Adv Nurs,7609811,H
21565820,Gerontologist,375327,H
21565823,Gerontologist,375327,H
21586838,Indian J Ophthalmol,405376,H
21587082,J Thorac Oncol,101274235,C
21576829,Circ J,101137683,C
21576473,Proc Natl Acad Sci U S A,7505876,H
21576196,Diab Vasc Dis Res,101234011,C
21575819,J Adolesc Health,9102136,H
21575187,BMC Infect Dis,100968551,C
21575130,J Thromb Haemost,101170508,C
21574673,Psychol Addict Behav,8802734,C
21573144,PLoS Pathog,101238921,H
21572981,PLoS Negl Trop Dis,101291488,H
21572305,AIDS,8710219,C
21572992,PLoS Med,101231360,N
21572151,J Rheumatol,7501984,C
21571703,J Gerontol B Psychol Sci Soc Sci,9508483,F
21571150,Lancet,2985213R,H
21571547,J Vasc Interv Radiol,9203369,C
21570352,Lancet Oncol,100957246,C
21570355,Lancet Infect Dis,101130150,C
21570111,Lancet,2985213R,H
21569613,BMC Public Health,100968562,N
21570422,Prev Med,322116,H
21569488,BMC Psychiatry,100968559,F
21569445,Trials,101263253,E
21569471,Trials,101263253,E
21569370,Trials,101263253,E
21569300,Trials,101263253,E
21569237,Trials,101263253,E
21569168,Acad Emerg Med,9418450,H
21569165,Acad Emerg Med,9418450,H
21566104,Clin J Am Soc Nephrol,101271570,H
21566261,Aging (Albany NY),101508617,G
21566054,J Am Soc Nephrol,9013836,H
21565651,Am J Prev Med,8704773,H
21565525,Womens Health Issues,9101000,N
21565740,JACC Cardiovasc Imaging,101467978,E
21565325,Am J Cardiol,207277,H
21564429,Trop Med Int Health,9610576,H
21564156,J Clin Periodontol,425123,E
21563952,J Periodontol,8000345,E
21563716,Public Health Rep,9716844,Z
21563507,J Tradit Chin Med,8211546,E
21563503,J Tradit Chin Med,8211546,E
21563505,J Tradit Chin Med,8211546,E
21563210,Neurourol Urodyn,8303326,H
21562197,J Neurophysiol,375404,H
21543959,Nurs Res,376404,H
21562092,Am J Clin Nutr,376027,G
21562072,Ann Oncol,9007735,C
21562066,Diab Vasc Dis Res,101234011,C
21562064,Diab Vasc Dis Res,101234011,C
21562038,Blood,7603509,H
21562061,Diab Vasc Dis Res,101234011,C
21561347,N Engl J Med,255562,H
21560157,Neurourol Urodyn,8303326,H
21560011,Int Urogynecol J,101567041,C
21558517,JAMA,7501160,H
21558582,J Sport Exerc Psychol,8809258,I
21558397,Clin Cancer Res,9502500,C
21557884,Int J Neuropsychopharmacol,9815893,D
21558457,J Clin Pharmacol,366372,H
21557378,Int J Methods Psychiatr Res,9111433,F
21555984,Eur J Phys Rehabil Med,101465662,E
21556447,Cardiovasc J Afr,101313864,C
21556366,PLoS One,101285081,H
21555779,J Child Neurol,8606714,C
21555750,Ann Fam Med,101167762,N
21555748,Ann Fam Med,101167762,N
21555689,J Clin Oncol,8309333,H
21555676,Hypertension,7906255,G
21554679,Trials,101263253,E
21554734,Trials,101263253,E
21551226,Soc Cogn Affect Neurosci,101288795,H
21551421,Health Educ Behav,9704962,I
21551025,Clin J Am Soc Nephrol,101271570,H
21550314,Lancet Neurol,101139309,H
21549515,Int J Radiat Oncol Biol Phys,7603616,H
21548978,Head Neck Oncol,101479704,C
21548919,Trials,101263253,E
21547610,J Gen Intern Med,8605834,H
21546927,Obesity (Silver Spring),101264860,C
21546309,Lancet Infect Dis,101130150,C
21545942,J Am Coll Cardiol,8301365,H
21545667,Addiction,9304118,C
21545398,J Clin Hypertens (Greenwich),100888554,C
21545397,J Clin Hypertens (Greenwich),100888554,C
21543951,J Nerv Ment Dis,375402,F
21543343,Cancer Prev Res (Phila),101479409,C
21542916,Trials,101263253,E
21542742,N Engl J Med,255562,H
21542913,Trials,101263253,E
21542427,Ceylon Med J,1264702,H
21542741,N Engl J Med,255562,H
21533723,Neurol Sci,100959175,H
21540372,Am J Trop Med Hyg,370507,H
21540395,Am J Trop Med Hyg,370507,H
21539759,Chang Gung Med J,101088034,H
21539731,BMC Geriatr,100968548,H
21540233,Cancer Res,2984705R,E
21538388,Clin Cardiol,7903272,H
21536936,Ann Intern Med,372351,H
21536860,Blood,7603509,H
21536689,Am J Psychiatry,370512,F
21536455,Womens Health Issues,9101000,N
21534640,J Manag Care Pharm,9605854,N
21533031,PLoS One,101285081,H
21532737,PLoS Negl Trop Dis,101291488,H
21532506,J Thorac Oncol,101274235,C
21532504,J Thorac Oncol,101274235,C
21531587,Eur J Vasc Endovasc Surg,9512728,E
21531174,Lancet Infect Dis,101130150,C
21531237,Am J Med,267200,H
21530036,Am J Kidney Dis,8110075,C
21529904,Gynecol Oncol,365304,C
21528169,J Nutr Health Aging,100893366,G
21529375,BMC Musculoskelet Disord,100968565,C
21527896,Obesity (Silver Spring),101264860,C
21527583,Cancer Epidemiol Biomarkers Prev,9200608,C
21527660,J Am Soc Nephrol,9013836,H
21527582,Cancer Epidemiol Biomarkers Prev,9200608,C
21526985,Trials,101263253,E
21526980,Scand J Gastroenterol,60105,H
21526923,N Engl J Med,255562,H
21526444,J Clin Exp Neuropsychol,8502170,F
21526229,PLoS Med,101231360,N
21525406,Ann Oncol,9007735,C
21525683,Indian J Dent Res,9202990,E
21525260,J Nutr,404243,G
21525251,J Nutr,404243,G
21525194,Am J Clin Nutr,376027,G
21525198,Am J Clin Nutr,376027,G
21524316,BMC Public Health,100968562,N
21523806,Am J Hematol,7610369,H
21522030,Nurs Res,376404,H
21523459,Eur Spine J,9301980,C
21521847,JAMA,7501160,H
21519879,Age (Dordr),101250497,G
21519726,Nutr Hosp,9100365,E
21519338,Mol Psychiatry,9607835,H
21518939,Arch Intern Med,372440,H
21519151,Circ J,101137683,C
21518437,BMC Public Health,100968562,N
21518250,Matern Child Nutr,101201025,G
21518837,Antimicrob Agents Chemother,315061,E
21517811,Br J Haematol,372544,H
21515841,Diabetes Care,7805975,C
21518693,Am J Epidemiol,7910653,N
21515838,Diabetes Care,7805975,C
21515812,J Pharmacol Exp Ther,376362,H
21515017,J Vasc Surg,8407742,E
21515206,Asian J Surg,8900600,E
21513530,BMC Public Health,100968562,N
21512813,Clin Orthop Relat Res,75674,H
21512577,PLoS One,101285081,H
21512162,Arterioscler Thromb Vasc Biol,9505803,C
21512394,Anticancer Drugs,9100823,C
21512102,J Learn Disabil,157312,C
21511841,Clin J Am Soc Nephrol,101271570,H
21512258,Circ J,101137683,C
21511783,BMJ,8900488,H
21511818,Health Educ Res,8608459,H
21511223,JACC Cardiovasc Interv,101467004,E
21511226,JACC Cardiovasc Interv,101467004,E
21511217,JACC Cardiovasc Interv,101467004,E
21511218,JACC Cardiovasc Interv,101467004,E
21510896,BMC Geriatr,100968548,H
21510905,Trials,101263253,E
21508745,Obstet Gynecol,401101,H
21508208,J Nutr,404243,G
21507257,BMC Fam Pract,100967792,H
21506242,Liver Transpl,100909185,E
21506207,Depress Anxiety,9708816,F
21505316,AIDS,8710219,C
21504893,Carcinogenesis,8008055,C
21504886,Nicotine Tob Res,9815751,J
21504872,J Med Internet Res,100959882,H
21504616,Trials,101263253,E
21503628,Environ Health Prev Med,9609642,N
21504885,Nicotine Tob Res,9815751,J
21502621,Antimicrob Agents Chemother,315061,E
21502567,Hypertension,7906255,G
21502597,Neurology,401060,H
21502546,J Clin Oncol,8309333,H
21501814,J Adolesc Health,9102136,H
21501872,Heart Lung,330057,C
21501517,J Transl Med,101190741,H
21501482,BMC Gastroenterol,100968547,H
21501161,Immunology,374672,H
21499703,J Gastroenterol,9430794,C
21499671,Scand J Work Environ Health,7511540,N
21499862,Ann Surg Oncol,9420840,C
21498915,Endocr J,9313485,H
21498427,Nicotine Tob Res,9815751,J
21496800,Fertil Steril,372772,C
21496312,BMC Cancer,100967800,C
21496284,BMC Cancer,100967800,C
21496324,Int J Health Geogr,101152198,H
21496253,Crit Care,9801902,E
21496251,BMC Public Health,100968562,N
21495025,Cancer,374236,C
21495079,Int J Geriatr Psychiatry,8710629,F
21494604,PLoS One,101285081,H
21494635,PLoS One,101285081,H
21494226,Obesity (Silver Spring),101264860,C
21493943,Am J Public Health,1254074,H
21494228,Obesity (Silver Spring),101264860,C
21494229,Obesity (Silver Spring),101264860,C
21493741,Clin J Am Soc Nephrol,101271570,H
21493739,Clin J Am Soc Nephrol,101271570,H
21493740,Clin J Am Soc Nephrol,101271570,H
21493732,Am J Physiol Gastrointest Liver Physiol,100901227,A
21493743,Clin J Am Soc Nephrol,101271570,H
21493665,BMJ,8900488,H
21493672,BMJ,8900488,H
21492437,Trials,101263253,E
21493621,Br J Anaesth,372541,H
21491295,J Addict Dis,9107051,C
21491073,J Rehabil Med,101088169,E
21490622,J Hum Hypertens,8811625,C
21490141,Am J Clin Nutr,376027,G
21490090,J Virol,113724,B
21490024,Br J Anaesth,372541,H
21489882,Lancet Infect Dis,101130150,C
21489738,J Subst Abuse Treat,8500909,C
21486960,Antimicrob Agents Chemother,315061,E
21487057,BMJ,8900488,H
21486803,J Physiol,266262,H
21484950,Hum Brain Mapp,9419065,E
21483174,J Atheroscler Thromb,9506298,C
21484416,Child Psychiatry Hum Dev,1275332,H
21483169,Int Heart J,101244240,C
21482957,Hypertension,7906255,G
21482928,Arch Neurol,372436,H
21482619,Nicotine Tob Res,9815751,J
21482613,Pediatrics,376422,H
21482879,Arch Ophthalmol,7706534,H
21482635,Endocr Relat Cancer,9436481,D
21482217,J Am Soc Hypertens,101312518,C
21481708,Lancet,2985213R,H
21481381,Fertil Steril,372772,C
21481712,Nutr Res,8303331,G
21481253,BMC Public Health,100968562,N
21481244,BMC Psychiatry,100968559,F
21481151,BJOG,100935741,C
21480103,Turk J Gastroenterol,9515841,C
21478777,Med Care,230027,N
21480032,J Prev Interv Community,9702085,E
21478329,Clin Trials,101197451,H
21477940,Int J Radiat Oncol Biol Phys,7603616,H
21477383,Nutr J,101152213,G
21477372,BMC Fam Pract,100967792,H
21477136,Influenza Other Respir Viruses,101304007,C
21477060,Am J Addict,9208821,C
21476936,Diabetes Technol Ther,100889084,C
21477047,Am J Addict,9208821,C
21474700,J Appl Physiol (1985),8502536,H
21474474,Br J Anaesth,372541,H
21474517,BMJ,8900488,H
21474675,Blood,7603509,H
21473660,Am J Manag Care,9613960,Z
21474462,Eur J Heart Fail,100887595,C
21471671,Circ J,101137683,C
21471562,Ann Oncol,9007735,C
21472103,World J Gastroenterol,100883448,C
21470450,Emerg Infect Dis,9508155,C
21470389,Acta Ophthalmol,101468102,C
21469915,J Med Econ,9892255,N
21471283,Am J Clin Nutr,376027,G
21467563,Anesth Analg,1310650,H
21467701,Intern Med,9204241,H
21467235,Cancer Epidemiol Biomarkers Prev,9200608,C
