PMID,ISO3
27009108,CHN
17047649,ITA
12853351,ITA
12853354,DZA
12853354,EGY
12853354,EST
12853354,FRA
12853354,HUN
12853354,LVA
12853354,POL
12853354,RUS
12853354,TUN
27009147,CAN
27009147,NLD
12853380,NLD
38019227,IND
18620577,GHA
39592167,JPN
19144937,NLD
22290679,TUR
38019328,SWE
38019328,USA
30679315,USA
20717856,USA
17572147,DNK
10756406,TWN
10756410,BEL
26485128,IDN
26485128,NLD
38019467,USA
21766553,BGD
39592365,BRA
39592365,CAN
39592365,COL
17572346,USA
33300990,USA
28582403,ITA
22290953,DEU
22290953,USA
22290969,USA
22290978,USA
27009597,USA
36446797,BRA
36446797,CHE
36446797,ITA
36446797,USA
24912462,USA
27009620,ITA
27009620,JPN
27009620,NLD
39068245,CHN
27009631,USA
23863909,SWE
24912498,GBR
24912498,ZAF
23339638,CAN
23339638,GBR
23339639,CAN
29106812,GBR
29106812,ZAF
25436803,GBR
25436815,TZA
25436815,USA
25436819,ZAF
23863960,USA
22291101,CAN
22291101,FIN
22291101,USA
25436830,GBR
25436830,MYS
21242556,USA
23864006,USA
20718287,USA
23339736,DEU
23339736,HUN
39068391,IRN
22291207,AUS
22291207,AUT
22291207,CAN
22291207,DEU
22291207,DNK
22291207,FRA
22291207,GBR
22291207,ITA
21242642,JPN
19145494,CHE
19145494,USA
34874138,GBR
34874138,IND
34874142,DEU
39592738,IND
39592738,USA
25437032,NLD
12854145,CHN
25961367,NOR
12854176,CHN
39068578,SAU
39592886,JPN
28582848,CHN
24912842,AUS
24912842,FIN
36971468,TWN
18621393,NLD
17572830,NOR
28582885,CAN
39592945,IRN
39592945,UKR
34874404,USA
16524346,USA
21767239,CHN
39593043,USA
22815837,GBR
17572962,USA
20194413,CHN
28583024,USA
28058750,KOR
25961616,IND
33301652,USA
27010201,JPN
39593129,BRA
39593129,CHN
39593129,FRA
28583140,CHN
28583143,USA
21767403,CHE
21767403,FRA
21767403,MLI
29107439,TWN
39068937,BFA
39068937,GBR
39068937,NLD
39068937,USA
23340303,CAN
23340303,DNK
23340303,USA
30156056,JPN
16000352,USA
29107569,KEN
29107569,USA
20194698,GBR
20194698,NLD
20194698,TZA
25437581,MEX
20194702,USA
23864720,USA
27534747,CHN
22291880,USA
16000426,NLD
22291886,CHN
22291886,USA
26486190,USA
28583342,USA
23864781,KOR
23340506,USA
23864802,CUB
18621929,AUS
18621929,AUT
18621929,BRA
18621929,DEU
18621929,FRA
18621929,GBR
18621929,ITA
18621929,USA
26486256,USA
27534856,AUS
17573388,JPN
17573390,FRA
22291990,NOR
30156314,JPN
17049140,GBR
18622011,USA
17573445,GBR
16000624,DEU
16000624,GBR
25437827,DNK
25962118,MWI
25962118,USA
30156436,IND
30156436,USA
23340711,USA
16524973,FRA
27535024,USA
25962165,AUS
25962165,USA
25437877,USA
29632222,USA
31205105,CHN
15476475,FRA
22816536,USA
16525137,TWN
20719465,ITA
25962383,DEU
25962383,GBR
24389523,USA
26486702,THA
26486702,USA
19146684,NLD
20195266,SWE
20195266,USA
27535304,USA
24389597,GBR
24389597,ITA
33826814,BGD
33826814,USA
36448278,SAU
36448278,USA
26486824,IND
26486824,JPN
23865389,ESP
20195400,KOR
26486865,NLD
11806864,USA
20195472,ESP
20195472,MOZ
19671190,PNG
39069901,USA
12855524,DEU
11282668,USA
11806971,FRA
28584187,CZE
28584187,ESP
28584187,GBR
28584187,POL
28584187,USA
31729959,AUS
21244204,USA
29108526,CHE
29108526,GBR
23865647,MNG
38545725,IRN
38545725,QAT
38545725,TUN
38545726,TUN
21768516,BEL
21768516,GBR
21768516,UGA
19671372,GBR
31729999,DEU
31729999,USA
25962889,USA
20195742,USA
33302976,GBR
23865840,USA
23341572,CAN
23341572,DEU
23341572,USA
26487300,USA
25963022,USA
26487343,KEN
26487343,USA
30157388,CAN
30157388,USA
11283037,USA
11283049,FRA
30681720,USA
20720257,FRA
20720257,GHA
20720257,USA
22293126,USA
11283125,BEL
11283125,FRA
11283125,PRT
18623174,USA
29108938,DEU
29108938,DNK
29108938,GBR
29108938,JPN
29108938,SGP
29108938,SWE
27536081,ITA
25963221,USA
19147478,GBR
31730401,USA
12856052,ITA
12856053,CHE
12856053,GBR
12856053,IRN
21244668,IRL
26487588,USA
10758949,USA
10758950,USA
31730474,USA
10758957,NOR
17574705,USA
19671875,KOR
19671875,USA
10758987,USA
25963350,CHN
21244763,ITA
26487643,USA
22293363,USA
19147636,GBR
19147637,CAN
19147637,USA
19147639,AUS
24390522,JPN
15477632,USA
15477633,CHE
15477634,CHE
17574796,USA
20720535,AUS
20720535,DEU
20720535,GBR
20720535,USA
23341981,CHE
25963425,JPN
28060581,USA
21244861,TUR
30682067,ESP
31206358,KOR
31206358,USA
22293584,JPN
30157924,IRN
24390799,USA
27012255,USA
31206571,ARG
24390828,USA
19672264,GBR
22293726,JPN
16526585,USA
25439501,CAN
25439501,NZL
20196651,ZAF
23866673,CAN
23866673,FIN
17575222,USA
24915259,AUS
24915259,CAN
24915259,DEU
24915259,FIN
24915259,USA
23342412,CHN
28061017,CAN
28061017,USA
23866736,CHE
23866736,FRA
23866736,GBR
23866736,LBR
25439604,USA
25439606,BRA
25439606,CAN
25439606,GBR
25439606,USA
38546821,ITA
38546821,NLD
38546821,USA
38546822,DNK
30158219,DEU
30158219,HUN
30158219,SWE
16002451,DNK
23866774,FRA
25439678,USA
23866813,AUS
26488269,USA
30682576,USA
24391139,BEL
16002536,BEL
24391142,CHN
24391142,DEU
27012596,CHE
27012596,CHN
25439772,USA
25964070,USA
27536947,NOR
39595586,ESP
39595586,ITA
28061319,USA
22818493,GBR
39595740,USA
22294255,USA
22818552,ITA
27012873,CHE
23867158,NZL
23867158,USA
28585761,ISR
28585761,USA
21770020,GBR
21770020,UGA
20721488,BRA
28061543,CHN
27012997,USA
28585868,SWE
23342996,KEN
10760103,USA
10760105,USA
30683060,DEU
30683076,USA
29110216,MEX
29110216,USA
20197322,CAN
20197322,CRI
20197322,USA
23343061,GBR
23343061,ITA
23343061,POL
23343061,ROU
23343061,USA
21245916,AUS
21245916,GBR
21245916,VNM
21245953,USA
27013152,KOR
29110384,JPN
24391822,AUS
28061841,DNK
28061841,PHL
22294704,GBR
24916165,CHE
24916165,ZAF
27537606,CHN
28061907,DEU
28061907,ITA
28061907,USA
23867622,JPN
37499146,CHN
23343386,DNK
23343386,GRL
23343395,THA
28586279,CHE
28586279,CHN
28586279,ESP
28586279,FRA
28586279,KOR
28586279,POL
28586279,USA
36974915,IDN
20197703,USA
24916319,GBR
16003455,CAN
22819247,USA
38547927,CAN
38547927,DEU
38547927,ESP
38547927,JPN
38547927,USA
38547955,USA
24916483,CAN
24916483,USA
25440794,USA
24392223,USA
28062251,GBR
21770805,USA
23343672,MEX
23343672,USA
28586585,PAK
28586586,PAK
28586607,PAK
28586612,PAK
25440887,CHN
25440887,USA
30683803,ESP
26489511,CHN
30159620,AUS
30159620,NOR
17576710,ZAF
32781086,GBR
32781086,USA
37499679,MLI
37499679,USA
28062537,USA
28062552,BEL
28062552,IND
28062552,MEX
28062552,USA
33829720,IRQ
24916837,USA
11809642,NLD
29635438,AUT
29635438,CHE
29635438,DEU
29635438,FRA
23868287,POL
15479682,DEU
15479686,NLD
15479686,USA
22819741,ITA
26489756,AUS
26489756,GBR
26489756,THA
33305526,USA
31208376,DNK
33305542,JPN
21771247,USA
39597053,EGY
39597053,SAU
23868419,USA
17576969,FRA
15479842,USA
38548524,TWN
38548524,USA
19149890,CHE
19149900,CZE
15479896,AUS
25441397,UGA
25441397,USA
25441435,USA
20722845,TWN
20722845,USA
28587203,GBR
28587203,MEX
18625763,USA
26490089,JPN
24917273,IND
24917273,USA
25441591,BRA
23344474,USA
38548828,USA
19150180,USA
19674485,NLD
36976004,CHE
36976004,DEU
36976004,NLD
38548875,USA
31733140,ARG
31733140,CAN
31733140,CZE
31733140,DEU
31733140,ESP
31733140,FRA
31733140,GBR
31733140,ITA
31733140,LBN
31733140,PRT
31733140,TUN
31733140,USA
34878869,ITA
34878869,NLD
34878869,USA
18625951,USA
23344545,USA
29636011,CHN
26490296,CHN
26490296,USA
21771722,AUS
21771722,USA
29636047,CHN
30160335,DNK
30160335,USA
21247461,GBR
20723187,AFG
30160373,CHN
30160373,USA
21247484,USA
27538952,CHN
22296076,AUT
22296076,BEL
22296076,CHE
22296076,ESP
22296076,FRA
22296076,GBR
22296076,ITA
22296076,POL
22296077,SWE
10761749,FRA
25966108,CHN
19150378,AUS
19150378,PNG
39073328,IND
39073343,GBR
10761807,USA
28587607,NLD
27014755,KOR
28587620,IRN
30160499,USA
38024820,IRQ
26490494,GBR
26490494,NLD
26490494,NOR
16004737,GBR
23869061,USA
16004743,GBR
28587658,CAN
28587658,FRA
28587658,USA
28587665,NLD
24393375,ESP
24393375,USA
28063397,CHN
33306283,DNK
33306283,KOR
33306283,MEX
33306283,SGP
33306283,USA
25441978,ITA
25966266,CHN
22296261,USA
30160584,AUS
30160584,GBR
24393424,DEU
24393424,ITA
29636355,USA
24393479,CAF
25442065,USA
30684970,USA
20723551,USA
12859261,POL
21247887,NOR
29636539,AUS
29636539,CHN
29636539,GBR
11286466,JPN
19675104,IND
19675104,MLI
19675104,USA
38549479,ITA
38549479,POL
39073812,CAN
39073812,USA
28588109,FIN
20723849,DEU
20723849,ISR
20723849,ITA
20723849,POL
20723849,USA
17053841,BRA
37501098,THA
18626764,USA
18626766,USA
16529615,DEU
31209718,NLD
21248294,NLD
21248294,USA
21248295,ESP
21248295,USA
30161205,USA
30685500,GBR
24918372,GBR
24918372,USA
24918373,CAN
25442691,CAN
25442691,KEN
25442691,UGA
25442691,USA
19675535,USA
19675538,CHE
17054108,FRA
23345574,AUS
23345574,NLD
23345574,NZL
23345574,USA
27015606,USA
37501366,DEU
37501366,SWE
37501366,USA
15481277,DNK
15481278,DNK
24394187,FRA
27015660,FRA
11287024,CHN
11287025,TUR
11287028,TUR
16005623,AUT
23869940,USA
29112827,USA
17578505,GBR
19675744,DEU
20200041,USA
27015801,AUS
25967269,KEN
20724402,CHN
18627279,USA
15481562,TWN
23870174,FRA
21773032,JPN
27015912,GBR
27015912,IRL
22821620,KOR
25443069,USA
21248785,CAN
21248785,USA
23345946,ITA
18627361,USA
20724576,AUS
20724576,CAN
20724576,DEU
20724576,GBR
20724576,POL
20724576,SWE
25967465,JPN
20724597,GBR
30686103,CAN
30686103,USA
16006055,GBR
26491815,ASM
26491815,USA
31734701,POL
31734701,USA
39074738,CHN
20200382,AUT
20200382,BEL
20200382,ESP
24394686,USA
20200385,GBR
20200385,MWI
20724673,CAN
20724673,USA
26491868,AUS
26491868,MYS
26491868,SGP
17054743,GBR
17054743,ZMB
17054744,THA
22821925,AUT
22822010,CAN
26492058,USA
33832092,SWE
23870627,KEN
23870627,USA
17579182,ITA
23870642,CHE
39074996,CAN
39074996,USA
15482037,USA
22822075,USA
29637820,CHN
16006422,USA
25443650,AUS
23870798,TWN
23870798,USA
33307998,CAN
33307998,DEU
33307998,USA
24395109,BEL
24395109,DEU
24395109,ITA
24395109,USA
25967983,CAN
25967983,FRA
25967990,CAN
25967990,GBR
25967990,USA
35929466,AUS
35929466,CAN
35929466,CHN
35929466,GBR
35929466,NZL
35929466,SWE
35929466,VNM
25968007,JPN
22298017,NLD
28065190,USA
21249462,USA
12860866,BEL
39599585,BGR
39599585,CZE
39599585,ESP
39599585,FRA
39599585,ITA
39599585,SRB
39599585,SVK
39599607,THA
25968121,USA
18628107,USA
39599626,AUT
39599626,DNK
39599626,LTU
24919569,AUS
24919569,BEL
24919569,ESP
24919569,GBR
24919569,POL
24919569,RUS
24919569,USA
39599635,BRA
39599635,DEU
15482398,SWE
15482401,BEL
15482401,CHE
15482401,RWA
22298147,IND
35405352,USA
39599659,USA
22298163,IRN
22822451,USA
19152449,DEU
39599686,AUS
39599686,ITA
39075412,HUN
39075412,RUS
39599699,PRT
38551155,GBR
39599732,THA
39599737,ESP
39599737,GBR
39599743,USA
29113986,USA
39075458,DEU
39599746,ITA
39599746,MYS
23871105,USA
39075465,CHL
39075465,GBR
39599756,AUT
39599756,LTU
39599758,ITA
27016862,USA
28065445,FRA
31211178,CAN
38551212,AUS
38551218,GBR
25968340,DEU
15482582,CHN
24919813,ISR
24919813,USA
39599877,AUS
24919820,JPN
23871259,USA
24919867,CAN
24919867,USA
18628419,USA
18628435,USA
15482763,AUS
15482765,CAN
15482766,FIN
23871417,USA
25968576,USA
23347140,NLD
31735786,JPN
17055756,NOR
10764306,FRA
27017234,USA
12861468,CHE
39075882,BEL
39075882,COM
39075882,NLD
26492971,TWN
26492971,USA
16531506,GBR
28590157,GBR
24395863,CAN
24395863,USA
16531594,USA
16531613,CAN
16007328,ITA
16007329,JPN
16531616,USA
31211691,USA
36454580,AUS
36454580,CAN
36454580,DEU
36454580,ESP
36454580,FRA
36454580,GBR
36454580,ITA
36454580,USA
24395985,USA
24395987,USA
24395992,USA
31736025,TUR
38551773,BRA
38551773,DEU
21774593,USA
24396050,USA
24920349,AUT
28066103,IND
30687550,CHN
30687550,USA
26493253,AUT
26493253,BEL
26493253,DEU
25968968,SWE
26493267,KOR
38551917,EGY
38551917,SAU
19153263,USA
10764700,ITA
20201945,GBR
21774823,BRA
20726278,USA
31736357,CAN
31736357,KOR
31736357,USA
22823477,DNK
22823477,GBR
22823477,NLD
38552171,AUS
38552171,USA
27542131,USA
21774987,USA
23347874,ESP
23347874,GBR
23347874,NLD
23347874,POL
23347874,SWE
34882244,ESP
25445074,USA
38552276,CHE
38552276,FRA
38552276,USA
21775070,USA
36455146,CHN
20202239,BRA
27542303,CHN
27542303,GBR
27542303,USA
24920891,AUS
24920891,GBR
21775166,USA
26493793,DEU
26493793,FRA
26493793,GBR
26493793,USA
22823856,USA
23872462,SWE
18629590,USA
30688281,NGA
38552600,AUS
38552600,CAN
39601214,AFG
39601214,BGD
39601214,IRN
39601214,IRQ
39601214,MLT
39601214,PAK
39601214,POL
39601214,QAT
39601214,ROU
39601214,SXM
39601214,USA
24921163,USA
21251162,BEL
21251162,JPN
28591198,ITA
28591198,THA
28591198,USA
27018361,USA
22824079,JPN
21775528,BGR
21775528,DNK
21775528,SWE
21775530,CAN
28591280,BRA
27542731,FRA
25969894,ARG
25969894,CHL
25969894,COL
25969894,NLD
25969894,PAN
25969894,USA
21251307,DEU
21251307,HRV
22824201,CHE
22824201,USA
32785710,BRA
32785710,ESP
32785710,MOZ
33834318,DEU
33834318,SWZ
33834318,USA
31737175,ITA
20727129,AUS
25970050,USA
15484298,CHN
21775759,NLD
25445827,USA
20727236,DEU
25970149,MEX
25970149,USA
21251624,FRA
21251625,NLD
24397361,ESP
21251654,CHN
21251654,USA
21251654,ZAF
14960214,DNK
26494562,USA
20203108,USA
21775973,CAN
21775973,USA
16533098,KOR
16533098,USA
14960254,GBR
14960254,USA
39601809,DEU
39601809,GBR
39601809,SAU
38553262,DNK
38553262,ESP
38553262,FRA
38553262,GBR
38553262,GRC
38553262,USA
38553291,GBR
30688974,USA
19678952,GBR
27543277,PAK
21251856,USA
24921919,GBR
11290479,USA
26494831,GBR
26494831,USA
26494833,CHN
26494833,RUS
26494833,USA
19154822,AUS
28067719,GBR
28067719,UGA
28067719,USA
14960530,GBR
38553491,THA
26494875,GBR
26494875,IND
26494875,USA
21252013,NLD
27543472,IND
39602119,NLD
39602119,USA
39602120,FIN
39602120,SWE
16009165,USA
17582033,GBR
21252053,USA
22824930,USA
25446376,DEU
17582067,IND
11290635,ESP
39602188,DNK
19679245,USA
11290639,GBR
19679248,GBR
21252141,IND
28067891,IRN
23349309,GBR
39077970,CHN
39077970,THA
28067945,USA
28592240,KOR
21252253,USA
23349407,DEU
23349407,DNK
23349407,SWE
23349407,USA
21252259,USA
23873699,FRA
23873699,JPN
28592299,FRA
31213783,CHN
31213783,USA
24398053,NLD
24398076,USA
31738113,USA
39602479,USA
31738173,USA
24398143,CHE
38553918,IDN
38553920,MYS
10766682,USA
22301077,USA
33835414,GBR
33835414,IRL
11815321,USA
22301087,USA
30689703,AUS
30689703,AUT
30689703,BEL
30689703,BRA
30689703,CAN
30689703,DNK
30689703,ESP
30689703,FRA
30689703,GBR
30689703,ISR
30689703,JPN
30689703,LTU
30689703,MKD
30689703,SRB
30689703,USA
35932584,GBR
35932584,SWE
11815344,ITA
28592572,CAN
28592572,GHA
28592573,DNK
28592575,CAN
28592581,ESP
27544007,CHE
27544007,ITA
27544007,NLD
28592584,USA
38029766,IRN
16009687,TWN
15485403,USA
16009690,FRA
23349733,JPN
31738342,GBR
31738342,USA
31738342,ZWE
23349741,BEL
23349741,KEN
23349741,UGA
19155456,CAN
19155456,USA
22301195,USA
21252632,USA
25971261,USA
28592706,JPN
39602807,JPN
19155581,CHN
29117073,NOR
26495694,BIH
26495694,SRB
38554330,IND
25971439,USA
37505779,THA
19155748,ISR
19155748,USA
35932992,GBR
35932992,JPN
21777229,IND
29117275,USA
36981601,GBR
36981601,NOR
25447269,DEU
29117309,ESP
29117309,GBR
36981636,USA
11291531,NOR
36981652,ESP
22825900,TUR
28068780,USA
36981682,JPN
28068789,USA
20204490,USA
27544544,IRN
23874533,CHN
19680234,CHN
19680234,GBR
19680234,NLD
20204538,CAN
20204538,USA
23874572,USA
23874575,ISR
23874575,USA
11815957,USA
19155993,FRA
19155993,GBR
19155993,ZAF
36981785,ESP
36981785,FIN
11815967,JPN
23874597,USA
11815975,USA
24398888,USA
21777452,USA
25447467,USA
11815986,DEU
36981842,SWE
36981846,ESP
29641819,USA
28068956,NLD
38554731,AUS
38554731,GBR
38554731,SWE
15486066,DEU
28068978,NZL
28068978,USA
36981876,HRV
28068987,AUT
28068987,DEU
28068987,NLD
36981883,FRA
36981905,ESP
36981905,GBR
36981905,ITA
22301846,KOR
36981909,TWN
24923300,GHA
24923300,USA
39603369,CHN
28593326,USA
28069060,GBR
39079108,USA
36981983,CHE
36981983,GBR
36981983,ITA
36981983,NLD
36981983,SVN
36981983,SWE
36981983,USA
36982002,USA
36982002,ZAF
25971957,NPL
28593401,USA
24399100,USA
26496265,CHN
24399119,ITA
21253392,DEU
30166290,FRA
30166304,AUS
30166304,GBR
30166323,GBR
30166326,GBR
30166326,SWE
25447748,TUN
26496331,BRA
26496331,GBR
26496331,IND
36982106,FRA
17583466,USA
28069279,FRA
28069279,GBR
28069279,POL
28069279,USA
10767783,USA
20729270,AUS
20729270,GBR
23874998,ZAF
25972158,AUS
29117913,USA
21777886,ITA
21777888,AUS
21777888,BEL
21777888,CHE
21777888,DNK
21777888,FRA
21777888,NLD
21777888,NZL
21777888,POL
21777888,USA
22302233,USA
25972254,DEU
25972254,ESP
25972254,ITA
25972254,NLD
25972254,USA
25972257,USA
31739434,UKR
38555217,IDN
21253715,USA
26496648,BGD
25448092,BEL
25448092,CAN
25448092,USA
24399554,USA
28069625,GBR
12865276,GBR
25972515,JPN
16011060,ISR
25448247,USA
39604044,GBR
39604044,NLD
39604044,USA
18632543,NLD
22302565,EGY
29118311,JPN
24399727,POL
31215471,AUS
21778294,AUS
21778294,USA
38031225,IDN
39604093,AUT
39604093,CHE
27545511,USA
22302652,TWN
23351269,CAN
39079918,USA
39079927,GBR
39079927,NZL
37507087,JPN
19157042,USA
21778486,USA
39079992,CAN
39079992,GBR
38555718,FRA
30691404,TWN
17059921,GBR
30691421,GBR
30691421,NLD
30691425,ZAF
30691425,ZWE
23875707,USA
23875721,USA
39080091,AUS
39080091,USA
23875741,AUS
23875741,NZL
39604382,EGY
39604382,SAU
36458667,BRA
25448628,GBR
17584312,FIN
39604433,DEU
39604433,USA
38555865,SWE
27021544,JPN
38555919,NLD
29643064,USA
24924486,USA
17584491,GBR
31215985,NLD
31215985,USA
17060331,CHE
17060336,GMB
17060336,GNB
25448996,BEL
25448996,DEU
25448996,ITA
25448996,PRT
39604777,USA
28594761,USA
31216205,AUS
31216205,BEL
31216205,BRA
31216205,CAN
31216205,CZE
31216205,DEU
31216205,ESP
31216205,GBR
31216205,JPN
31216205,SWE
31216205,TWN
31216205,USA
39080536,CHN
39080545,EGY
30167675,USA
39080600,IRN
39604891,KOR
39604906,CHN
30167733,USA
21254854,IRN
39604939,THA
22303437,GBR
21254867,JPN
30692052,ARG
30692052,AUS
30692052,BRA
30692052,CAN
30692052,CHL
30692052,DEU
30692052,GBR
30692052,ITA
30692052,JPN
30692052,NLD
30692052,POL
30692052,THA
30692052,USA
30692052,ZAF
39080659,CHN
27022068,AUT
27022068,DEU
27022068,FRA
29119239,CHN
29119239,USA
31216398,CHE
31216398,DEU
31216398,GBR
31216398,PRT
31216398,SGP
17585002,GBR
23876463,ITA
38556533,THA
22827935,DEU
31216547,FIN
31216547,USA
21255083,GBR
21255083,UGA
18633699,USA
22828004,USA
28070889,GBR
24400934,FIN
24400934,SWE
24400937,NOR
24400937,USA
24925227,USA
17585213,CHE
35935300,CHN
24401022,USA
19158153,DEU
22828172,USA
29119631,CAN
29119631,CHN
29119631,EGY
24925330,BEL
24925330,DEU
24925330,NLD
24925330,USA
24401049,USA
25973934,PER
25973934,USA
17061043,USA
19682490,USA
19158210,USA
23352524,USA
38556879,IRN
29119704,USA
38032621,COL
38032621,ESP
38032621,MEX
38032621,NLD
38032621,ROU
38032621,USA
29119726,BWA
29119726,USA
22303998,DNK
24401159,GBR
28595464,AUS
28595464,DNK
28595464,FIN
28595464,NOR
28595464,SWE
17061151,SWE
21255459,NLD
11818309,USA
30168408,NLD
19158369,GBR
25974146,CAN
25974146,NLD
28595610,KOR
28071330,USA
24925675,USA
25974277,USA
24925722,CAN
24925722,USA
28595744,USA
22828681,USA
33838737,DEU
33838737,DNK
33838737,ESP
33838737,GBR
33838737,GMB
33838737,KEN
30168731,GBR
30168731,USA
29120262,USA
38033194,USA
18634549,NZL
38557589,CHN
23877541,MEX
23877541,USA
25974723,DNK
25974723,ETH
25974723,ZAF
17586184,USA
24401928,ESP
24401928,IND
24401928,RUS
24401928,USA
12867607,NLD
23877689,PAN
23877689,USA
23877691,USA
16537665,USA
15489091,USA
20207689,GBR
20207689,GHA
15489105,DEU
36460625,USA
27023447,ISR
27023596,AUS
20207878,USA
27547925,USA
10770746,CHE
10770766,NLD
30169436,USA
30169439,GBR
26499426,ITA
26499426,MWI
26499426,USA
26499449,NLD
27548026,USA
16538011,JPN
19159453,AUS
39082405,USA
39082406,GHA
39082406,USA
19159477,ITA
15489480,GBR
21780946,ARG
21780946,AUT
21780946,BEL
21780946,CAN
21780946,CZE
21780946,DEU
21780946,DNK
21780946,ESP
21780946,GBR
21780946,HUN
21780946,IND
21780946,ITA
21780946,JPN
21780946,MEX
21780946,NLD
21780946,NOR
21780946,NZL
21780946,POL
21780946,ROU
21780946,RUS
21780946,SWE
21780946,UKR
21780946,USA
15489491,GBR
24402390,FIN
30693884,IND
29121061,GBR
29121061,THA
29121061,USA
34363942,DNK
34363942,ESP
38558247,COL
38558247,MEX
39606847,SWE
23878212,USA
27548249,USA
39606899,AUS
39606899,GBR
39606899,NLD
19683970,ITA
19683970,USA
14965386,GBR
14965404,GBR
18635428,DEU
18635428,ISR
18635428,USA
38558387,EGY
24926949,USA
20208358,JPN
16014059,CHN
28072691,CHN
11819768,AUT
11819768,CZE
11819768,DEU
11819790,CHN
11819800,CHN
11819801,CHN
22829849,CHN
22829849,USA
39607068,CHN
16538423,BEL
28072761,GBR
25975632,CAN
25975632,GBR
11819866,CHN
22829919,FIN
22829919,MWI
22829919,SGP
22829919,USA
21781344,AUS
21781344,GBR
26499966,USA
24402830,CHL
24402830,DEU
24402830,FRA
24402830,GBR
24402830,GRC
24402830,POL
24402830,USA
17062800,USA
28072863,CHE
28072863,GHA
28072863,USA
19159999,KOR
39607286,ITA
24927275,CHN
17062959,CHN
39083147,JPN
39607456,DEU
27548839,CHN
27548839,USA
31218889,CHN
39083254,AUS
39083254,CHE
39083254,DEU
39083254,FRA
39083254,GBR
39083254,ITA
39083254,USA
17587452,DEU
26500351,BRA
26500351,CHE
26500351,COL
26500351,GBR
26500351,PER
26500351,THA
16014597,USA
39083288,DEU
39083288,FRA
39083288,USA
39607592,AUS
39607592,USA
30170422,CHN
30170422,USA
14966078,GBR
39083331,ESP
39083331,GBR
39083341,CHN
20733262,JPN
22830463,FRA
30694800,CHN
37510556,CHN
37510556,THA
11820462,NLD
25976238,IRN
39607729,KOR
29121974,GBR
29121974,PAK
29121999,GBR
29121999,USA
29121999,ZAF
25451990,USA
27549145,NLD
20209126,GBR
20209126,TZA
20209127,ITA
20209127,NOR
20209127,USA
37510639,USA
17587710,JPN
16014874,USA
16014883,CAN
16014883,USA
16014884,GBR
18636325,USA
25452069,USA
23879226,NLD
23879226,USA
11296329,GBR
33840769,TWN
28597919,GBR
30170808,ITA
30170808,NLD
30170808,USA
15490757,NGA
39083770,CHE
39083770,NLD
39083770,SRB
39083770,ZAF
21257986,USA
23355182,CHN
23355182,DEU
23355182,USA
39083840,IRN
28073798,CAN
28073798,NZL
12869456,AUS
24403824,CHN
19160946,ISR
28073842,ITA
28073842,USA
30695290,DEU
30695290,HUN
30695290,USA
27025297,USA
27549602,USA
39608227,CHN
25452452,USA
24928217,NLD
24928218,USA
26501105,JPN
39608305,ESP
21782519,BEL
21782519,CHE
21782519,DEU
21782519,GAB
21782519,GBR
21782519,GHA
21782519,TZA
21782519,USA
24928284,NOR
17588276,CAN
17588276,USA
20209742,USA
26501236,CHE
26501236,SWE
26501236,USA
18636998,USA
10772694,BRA
29122787,DEU
23355624,USA
27025681,JPN
35938597,ARG
35938597,AUS
35938597,CHE
35938597,GIN
35938597,IDN
35938597,IND
35938597,MLI
35938597,MYS
35938597,NGA
35938597,THA
35938597,USA
35938597,ZAF
35938597,ZWE
30171452,USA
30171489,SWE
24928639,USA
26501506,USA
29122953,NLD
27025829,USA
15491494,GBR
15491494,USA
12870055,BRA
31220140,NLD
31220140,USA
31220140,ZAF
39608749,USA
12870063,BRA
28074421,PER
28074421,USA
19161542,ARE
19161542,USA
23880148,IRN
27550184,KOR
27025903,JPN
28074489,USA
24928790,GBR
38035997,DNK
38035997,FIN
38035997,SGP
28074556,USA
11821634,USA
14967363,BEL
14967373,BRA
14967388,ITA
32268897,AUS
32268897,GBR
30696041,USA
23880306,FRA
23880306,GBR
23880306,USA
23880306,ZAF
34890355,AUS
28074635,CAN
39608979,CHN
26501785,USA
27550361,SAU
27550361,USA
27550361,ZAF
38560438,PRT
39609022,GBR
39609022,QAT
18637534,USA
27026148,KEN
27026148,NLD
27026148,USA
27026148,ZAF
22307566,USA
22831874,CHE
19161878,ITA
25453458,GBR
11297702,NLD
25453486,CAN
25453486,CHE
25453486,DEU
25453486,ESP
25453486,GBR
25453486,IRL
25453486,SWE
25453486,USA
36463547,CHE
36463547,CHN
36463547,GBR
36463547,TWN
16540613,USA
21259280,CHN
25453586,ISR
25453586,PRY
27026482,BEL
27026482,GBR
27026482,GMB
28075066,CHN
28075066,GBR
28075066,KOR
28075066,MYS
17065029,USA
23356491,USA
39609425,BRA
39609425,CZE
39609425,FRA
39609425,ITA
39609425,JPN
39609425,NLD
39609425,TUR
39609425,USA
19686525,AUT
22832261,ITA
25977992,ITA
24929429,FRA
24929429,ITA
24929429,USA
27550876,IDN
27550880,IDN
35939501,CAN
35939501,GBR
35939501,USA
24929461,AUS
19686587,DEU
27550914,CAN
27550914,GBR
27550914,NLD
26502357,CAN
26502357,USA
15492337,USA
23356673,AUS
39085322,USA
38561040,THA
30172451,TWN
17065257,BEL
25453872,CAN
17065275,USA
39609659,AUS
39609659,NZL
20211022,ESP
20211022,FRA
20211022,ITA
20211022,NLD
20211022,TUR
28599629,CHN
28599630,BRA
28599630,GBR
39609683,GBR
39609683,IND
39609683,IRN
